"","IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
"1154",5596,NA,7.3,-0.34,1.29,9.9,0.467,250,161,0.9937,3.51,0.28,11.2,0,8,1
"1155",5606,NA,13.9,1.14,0.16,4.1,0.035,26,155,1.02338,3.25,-0.84,9.3,0,8,3
"1156",5608,NA,5.1,-1.15,0.25,1.6,0.601,264,115,0.9921,3.39,-0.05,10.9,1,7,2
"1157",5611,NA,15.3,0.3,1.79,64.4,0.511,44,163,0.9895,2.75,1.4,15.1,-1,7,2
"1158",5612,NA,7,-0.31,0.3,13.3,-0.028,46,300,0.99875,3.2,2.13,13.6,1,7,2
"1159",5614,NA,6.5,0.26,0.32,-0.8,0.028,36,123.410478288232,0.99076,3.27,1.97,14.9,0,7,3
"1160",5620,NA,11.2,0.345,1.92,1,0.068,43,143,1.03638,3.5,0.4,10.9,0,6,2
"1161",5623,NA,6.2,1.115,1.22,1.9,0.036,-89,117,0.98616,3.4,0.44,18.3,1,7,3
"1162",5624,NA,12.8,0.61,1.07,-38.5,0.09,-185,87,0.99524,2.9,0.23,9.7,2,10,1
"1163",5626,NA,17.4,0.27,0.46,9.7,0.048,89,-133,0.9974,3.8,0.59,9.6,2,9,3
"1164",5633,NA,8,0.22,-1.11,-3.7,0.044,45,163,0.97479,3.21,-1.05,3.8,-2,9,0
"1165",5635,NA,20.6,0.24,1.48,9.8,-0.026,20,46,0.9974,4.19,1.39,10,-1,9,2
"1166",5640,NA,6.6,1.54,-0.07,1.3,0.0614253988113857,32,472,0.9916,2.57,0.42,10.7,1,7,2
"1167",5643,NA,7.6,0.36,0.48,50.4,-0.205,112,123.410478288232,0.98655,3.04,-0.51,9.2,0,8,1
"1168",5644,NA,6.8,0.31,0.3,8,0.028,-37,122,0.99164,3.13,0.52,12.6,1,7,4
"1169",5653,NA,6.2,0.37,0.42,42.5,0.036,15,70,0.96651,3.25,0.48,12.7,1,7,3
"1170",5663,NA,7.1,0.22,-2.36,5.31913482791285,-0.51,-181,123.410478288232,0.99391,2.56,-0.57,8.3,0,8,3
"1171",5664,NA,-0.7,0.13,0.8,-50.9,0.047,-65,134,1.08029,2.22,0.97,9.8,1,8,3
"1172",5667,NA,-3.6,0.16,0.29,1.8,0.122,-201,-117,0.98069,3.06,1.38,11.4,-1,7,1
"1173",5671,NA,16.7,0.36,0.25,5.7,0.015,296,-15,0.94047,3.7,0.59,12.1,0,8,0
"1174",5673,NA,6.6,0.38,-0.85,-33,0.061,-255,214,0.9976,4.08,0.56,7.7,0,7,2
"1175",5676,NA,5.4,0.18,-1.32,-4.9,0.041,19,187,0.97276,3.42,0.4,9.4,-2,6,2
"1176",5678,NA,0,0.01,0.54,2.7,0.105,5,133,0.9988,2.23,0.07,8.8,0,11,1
"1177",5698,NA,7,0.18,0.34,39.3,0.125,12,136,0.9922,3.25,1.5,6.7,-1,8,1
"1178",5700,NA,26,-0.36,-0.43,35.3,0.037,202,120,1.0277,4.33,0.69,10.6,1,7,4
"1179",5705,NA,-2.2,0.32,-1.18,42.4,0.494,-471,183,0.97229,4.51,0.43,10.9,0,7,2
"1180",5706,NA,7,-1.51,1.91,38.1,0.045,-358,550,0.94178,2.99,0.53459173553719,10.8,2,8,2
"1181",5711,NA,1.8,0.27,-0.86,4.5,0.0614253988113857,58,421,0.98956,2.92,0.31,12.6,0,6,0
"1182",5712,NA,6.6,0.13,-0.06,7.1,0.058,47,-245,0.9946,3.15,1.46,8.7,1,7,3
"1183",5716,NA,15.3,0.37,0.36,1,-0.138,17,30,1.0311,4.22,1.92,10.5836317460295,-1,9,2
"1184",5719,NA,7.3,0.19,1.27,-9.7,0.057,-136,-153,0.99807,2.94,0.41,8.8,1,8,1
"1185",5725,NA,10,-0.02,1.89,-27.25,0.0614253988113857,127,151,0.9968,3.08,0.53459173553719,3.7,-1,8,1
"1186",5728,NA,-5,0.19,-0.1,1.2,0.122,45,378,0.94762,2.11,-0.91,14.2,2,8,4
"1187",5734,NA,3,-0.46,-0.6,2.8,0.084,-120,122,0.9984,4.4,0.56,9.8,-1,10,0
"1188",5735,NA,-0.9,0.2,0.69,-29.1,-0.45,37,375.5,0.96004,3.14,0.46,3.5,0,8,3
"1189",5743,NA,6.6,-1.02,0.36,-52.3,-0.028,57,330,0.99604,3.4,-2.24,9.6,-1,7,1
"1190",5754,NA,-2.2,2.11,0.26,-14.4,0.038,18,97,0.99477,3.36,0.46,10.5836317460295,-1,6,0
"1191",5755,NA,14.1,0.81,-0.67,-31.3,0.0614253988113857,16,-58,0.9936,3.15,0.45,10.4,0,9,1
"1192",5756,NA,8,-0.42,-0.91,2.5,0.0614253988113857,40,210,0.99316,3.67,-0.75,10,1,7,2
"1193",5766,NA,-3.1,-2.12,0.8,5.31913482791285,-0.158,131,167,0.97762,3.87,0.11,5,0,7,1
"1194",5770,NA,2.5,0.675,0.2,1.7,0.033,-161,-356,0.99002,3.34,0.48,9.8,0,6,2
"1195",5774,NA,8.4,-1.685,-0.99,1.9,0.09,-240,-217,0.9965,3.19,2.2,6.3,0,9,0
"1196",5775,NA,6.9,0.3,0.3,50.15,-0.199,-171,435,1.00024,3.07,0.32,12.7,-1,8,1
"1197",5776,NA,6.3,0.24,1.75,1.6,0.057,48,-63,0.9934,3.45,0.7,16,0,7,2
"1198",5778,NA,5.6,1.2,-0.87,29.8,0.037,-167,-18,0.99268,3.25,0.99,16.4,1,6,4
"1199",5786,NA,8.4,0.18,-0.5,-3.7,0.046,-36,31,0.9953,3.03,2.16,9.3,-1,8,2
"1200",5787,NA,9,0.51,0.78,33.2,0.099,-152,795,0.99857,4.32,1.5,10.4,0,8,2
"1201",5791,NA,6.9,0.51,0.23,-22.6,0.072,13,22,1.01594,3.4,-0.07,3.9,1,8,3
"1202",5794,NA,5.8,0.15,-1.04,-59.1,0.037,301,119,0.96525,3.68,0.53459173553719,10.2,-1,6,2
"1203",5803,NA,8.8,-0.98,0.19,12.5,0.034,38,115,1.04362,2.24,0.43,-1.6,0,6,1
"1204",5804,NA,0.2,0.28,0.27,10.3,0.025,26,108,0.95553,3.2,0.53459173553719,10.7,1,7,1
"1205",5808,NA,7.9,0.29,0.39,-22.6,0.442,6,117,1.05606,2.87,0.42,10.7,1,9,0
"1206",5810,NA,6.9,0.19,0.49,6.6,0.036,49,269,0.9932,3.38,1.06,17.4,0,8,2
"1207",5813,NA,3.3,-0.83,0.27,-44.2,0.029,20,117,0.99048,3.21,1.48,15.9,0,8,2
"1208",5828,NA,-3.1,-0.04,0.89,30.3,0.05,20,72,0.97146,3.43,-0.24,10.8,-1,6,2
"1209",5839,NA,-1.5,0.16,0.24,70.2,0.009,180,361,1.02589,4.72,2.03,10.3,1,7,4
"1210",5842,NA,3,1.37,1.2,7.8,0.14,14,130,0.96154,4.02,0.45,10.5836317460295,0,8,3
"1211",5843,NA,11,1.66,-1.01,2,0.343,-259,18,0.9979,3.78,2.35,10.5,-1,12,2
"1212",5844,NA,18.1,2.41,-0.07,4.7,-0.168,34,-108,0.9927,3.63,0.38,13.6,0,7,2
"1213",5847,NA,9.2,0.23,0.42,74.5,0.042,-201,-239,0.96919,3.67,1.34,10,0,8,1
"1214",5851,NA,5.7,1.42,0.25,18.4,-0.158,-234,182,0.99946,3.13,0.62,9.3,-1,7,1
"1215",5854,NA,-6.4,-1.28,-0.56,-47.4,0.0614253988113857,34.9470625196356,93,0.99456,3.4,0.53459173553719,5.6,-1,7,3
"1216",5857,NA,6.5,0.23,1.87,37.1,0.621,-5,112,1.0056,4.31,0.54,3.2,0,7,0
"1217",5866,NA,5.5,-0.21,0.25,24.2,0.265,198,118,0.98231,4.8,0.67,12.5,-2,6,0
"1218",5874,NA,6.3,0.48,1.72,-22.9,0.06,-212,156,1.0308,3.79,0.53459173553719,9.4,0,7,0
"1219",5886,NA,19.2,0.31,0.3,0.9,0.0614253988113857,16,209,0.96336,2.83,0.53459173553719,5.3,0,9,2
"1220",5895,NA,-2.5,0.33,0.49,2.6,0.13,27,294,0.9666,2.44,0.75,14.2,0,13,1
"1221",5897,NA,9.9,0.2,0.22,1.3,0.194,25,503,0.99296,4.21,0.43,10.5836317460295,-1,6,1
"1222",5898,NA,7.2,0.62,0.06,2.7,0.146,237,85,0.97266,3.51,0.23,6.3,0,8,1
"1223",5900,NA,5.6,-1.14,0.26,5.7,0.642,12,-203,1.02393,2.48,1.26,10.5836317460295,1,6,0
"1224",5902,NA,12.4,-0.32,0.07,5.31913482791285,0.1,20,57,0.99598,2.53,-1.43,11.7,1,8,0
"1225",5908,NA,15.6,2.38,0.41,5.9,-0.408,-244,13,1.04312,3.23651810584958,1.25,11.6,0,10,0
"1226",5909,NA,16.7,-0.99,0.22,31.1,0.377,1,505,1.01736,1.42,0.32,11.4,0,6,1
"1227",5912,NA,6.9,0.2,0.37,59.7,0.027,24,495,0.96587,3.38,1.14,17.9,1,7,4
"1228",5913,NA,8.4,-0.06,0.49,5.31913482791285,0.036,-107,-15,1.03836,3.2,0.27,5.8,0,8,0
"1229",5917,NA,6.8,0.34,0.36,47.9,0.029,261,128,0.99318,3.26,0.35,11.95,0,8,4
"1230",5918,NA,6.7,0.49,0.28,10.2,-0.318,161,115,1.03145,2.68,0.86,14.6,0,7,1
"1231",5921,NA,8.6,1.49,0.42,-20.4,0.307,35,89,1.0064,1.02,0.53459173553719,15.1,-1,9,3
"1232",5931,NA,-3.8,0.2,0.34,55,-0.503,-37,132,0.98993,1.95,0.42,11.7,-2,6,0
"1233",5942,NA,15.1,0.28,0.34,3.6,0.04,50,572,0.98738,2.4,-2.16,17.6,0,7,2
"1234",5943,NA,6.7,-1.11,-1.22,-36.7,0.038,83,123.410478288232,1.01127,2.08,0.14,10.5836317460295,-1,7,2
"1235",5950,NA,5.9,0.12,0.28,5.31913482791285,-1.023,24,123.410478288232,0.99094,3.29,0.55,10.65,0,6,2
"1236",5954,NA,2.1,-0.12,-0.15,2.2,0.088,-54,39,0.99692,4.5,0.83,10.5836317460295,0,10,0
"1237",5983,NA,11.6,1.78,0.3,3.8,-0.223,34,-337,0.977,3.25,0.53459173553719,10.5836317460295,-1,7,2
"1238",5995,NA,5.1,0.52,1.31,2.7,-0.088,30,79,0.9932,3.32,0.53459173553719,9.3,0,6,1
"1239",6002,NA,9,0.74,0.49,7.2,0.039,146,927,1.00675,2.94,1.9,10,0,10,1
"1240",6005,NA,-0.8,0.2,0.3,4.7,0.041,67,148,0.9932,3.16,0.35,10.2,0,7,2
"1241",6009,NA,8.3,1.01,0.34,-60.3,0.093,146,12,0.99408,2.98,1.98,12.4,2,9,4
"1242",6011,NA,-4.7,0.37,2.63,12.4,0.39,-125,670,1.03238,3.35,0.53459173553719,12.7,-1,6,1
"1243",6012,NA,3.8,0.22,0.32,-0.3,-0.137,-20,-148,1.03442,3.08,0.6,11.3,0,8,4
"1244",6019,NA,3.8,-0.22,0.48,39.1,0.0614253988113857,66,655,0.9972,2.33,2.28,9.3,-1,8,0
"1245",6021,NA,-1.4,0.36,0.14,34.3,0.627,35,401,0.9977,3.13,0.51,7.2,1,8,1
"1246",6029,NA,15.9,0.23,0.29,2.3,-0.377,14,123.410478288232,0.96338,3.1,0.58,5,1,7,3
"1247",6036,NA,9.9,-0.01,0.38,1.5,0.0614253988113857,47,400,1.03625,3.26,0.82,10.6,1,11,2
"1248",6037,NA,6.7,-0.06,-0.3,-44.5,-0.15,240,486,0.95984,3.22,0.6,9.2,0,8,1
"1249",6038,NA,9.1,0.28,0.48,-16,0.067,36,-754,0.9967,2.73,1.04,10.6,-1,10,0
"1250",6043,NA,9.1,-0.72,-1.47,15.7,-0.486,15,33,1,3.77,1.85,10.2,1,13,1
"1251",6045,NA,8.6,1.38,0.36,1.8,0.495,-127,55,0.9956,3.25,1.49,14.5,0,9,3
"1252",6047,NA,10.7,1.04,0.3,13.1,0.466,35,-185,0.92797,3.04,-0.71,15.3,-1,8,0
"1253",6048,NA,7.4,1.52,-0.23,5.31913482791285,-0.794,162,100,0.9904,3.22,0.27,10.5836317460295,0,7,1
"1254",6061,NA,5.6,-0.65,1.07,5.31913482791285,0.043,470,28,1.02641,3.23,0.53,10.3,0,6,2
"1255",6063,NA,10.1,0.07,0.3,35.3,0.047,17,236,0.95706,3.22,0.71,1.9,1,9,1
"1256",6064,NA,16.5,1.63,1.78,20.8,0.035,-39,184,1.04902,3.7,1.09,10.5836317460295,1,7,3
"1257",6068,NA,-0.5,-0.56,1.53,2.8,0.382,40,-57,0.99159,2.96,0.63,15.9,0,7,3
"1258",6069,NA,11.1,-0.035,-0.12,2.1,0.649,-251,25,0.99606,3.5,1.24,9.7,0,8,0
"1259",6070,NA,-2.2,0.3,-0.91,-0.3,-0.508,46,165,1.00665,0.6,0.4,8.7,0,8,2
"1260",6071,NA,-4,-0.55,0.7,3.95,-0.35,56,142,0.98302,2.46,0.65,10.6,1,7,3
"1261",6074,NA,3.3,0.21,1.12,-43.05,0.042,41,67,0.9997,3.28,0.53459173553719,9.8,0,7,3
"1262",6079,NA,13.9,0.2,0.38,22.5,0.948,416,-339,0.9781,3.15,0.37,5.1,0,8,2
"1263",6082,NA,6.9,0.86,-0.61,5.31913482791285,0.036,97,121,0.9926,3.42,0.53459173553719,10.8,0,7,1
"1264",6088,NA,13.2,-0.12,0.08,34,0.266,248,164,0.99376,3.56,1.42,10.5836317460295,0,7,3
"1265",6094,NA,7.7,1.62,0.36,25.4,-0.119,266,46,0.9971,3.24,2.41,8.1,0,8,1
"1266",6095,NA,4,0.46,0,1.9,0.587,25,-227,1.00685,3.5,1.89,14.7,0,6,0
"1267",6098,NA,7.6,0.21,0.6,-102.8,0.046,151,165,0.9936,5.36,0.24,4.1,0,8,1
"1268",6102,NA,11.8,0.24,0.33,12.3,0.046,31,145,0.9983,2.88,0.53459173553719,9.5,0,7,2
"1269",6105,NA,14.1,0.26,0.13,4.5,-0.891,-208,116,0.918,3.42,0.9,13.7,0,6,0
"1270",6113,NA,3.4,0.22,0.56,-26.4,0.545,-205,123.410478288232,0.97595,3.23,2.08,9.5,1,11,4
"1271",6116,NA,12.1,-0.46,1.07,2.6,-0.043,26,-174,0.92169,4.07,0.85,15.6,0,8,1
"1272",6120,NA,5,0.47,0.4,31.5,-0.348,-223,315,1.00057,3.32,0.47,10.5836317460295,0,6,0
"1273",6121,NA,11.7,0.32,1.91,7.9,-0.424,53,-114,1.03705,3.14,0.5,10.5836317460295,-1,7,1
"1274",6126,NA,8.7,0.23,1.89,-56.6,0.054,136,-103,0.9924,3.6,-0.02,10.8,-2,7,2
"1275",6144,NA,11.5,0.315,1.5,56.6,0.281,5,-130,0.9987,3.33,0.7,9.2,1,12,2
"1276",6145,NA,7.4,1.52,0.35,6.1,-0.322,10,-108,0.99244,4.04,0.52,12.5,1,8,2
"1277",6153,NA,3.5,1.89,0.07,2,0.759,-154,95,1.00801,2.85,0.56,18.9,-1,6,1
"1278",6156,NA,14.3,0.29,0.67,69.2,-0.442,248,525,1.04345,2.9,0.53459173553719,6.5,0,8,2
"1279",6159,NA,8,-0.05,0.63,46.4,0.044,-140,163,1.01555,4.14,0.69,15.4,0,9,3
"1280",6162,NA,2.1,0.27,0.19,5.31913482791285,0.236,-256,114,1.03086,3.25,0.53459173553719,8.6,1,7,0
"1281",6184,NA,-4.7,-1.31,1.89,27.2,0.039,-99,110,0.95784,4.36,-0.62,12.3,-1,7,1
"1282",6188,NA,15.6,0.24,0.41,-34.4,0.046,64,145,0.9998,3.06,0.39,14.3,0,8,1
"1283",6189,NA,0.7,-0.03,-2.6,40.4,0.937,-42,169,1.04738,2.96,-0.26,6.4,-1,7,2
"1284",6191,NA,8.2,0.5,0.35,44.8,0.0614253988113857,-168,127,0.9976,2.23,0.53459173553719,12.1,-1,9,1
"1285",6211,NA,8.2,0.18,0.31,5.31913482791285,0.039,96,249,1.01279,3.07,0.52,9.5,1,9,0
"1286",6216,NA,1.3,0.83,0.29,2.4,-0.118,-71,119,1.003,3.03,0.33,12.9,0,8,2
"1287",6218,NA,7.6,-2.47,0.22,24.5,0.203,57,286,0.95089,3.71,-0.24,9.3,-1,8,0
"1288",6222,NA,10,0.13,-0.67,-21.4,0.044,50,152,0.9934,3.45,0.98,6.3,0,9,0
"1289",6235,NA,2.8,0.12,-0.15,5.2,-0.209,38,57,1.04345,2.48,0.67,10.1,-1,7,2
"1290",6245,NA,0.9,-1.08,-0.42,-32.6,0.055,45,-219,1.00382,3.68,0.52,9.2,-1,8,0
"1291",6248,NA,7.8,0.25,0.34,13.7,0.044,11,184,1.01483,3.3,2.16,5.1,0,8,2
"1292",6253,NA,17.8,0.32,-0.63,2.3,0.036,56,153,0.9978,4.28,0.97,9,0,9,2
"1293",6256,NA,10.4,0.48,0.44,22.2,0.071,21,68,0.9992,4.2,-0.4,3,1,11,0
"1294",6257,NA,-3,1.14,0.07,5.31913482791285,0.013,37,212,1.04145,3.04,0.35,7.3,1,9,2
"1295",6259,NA,6.7,1.74,1.36,1.4,0.106,22,36,0.95254,4.26,0.53459173553719,8.7,-2,8,0
"1296",6266,NA,16.4,0.19,-2.81,5.31913482791285,-0.187,63,143,0.9912,2.54,0.62,8.8,1,7,2
"1297",6268,NA,13.8,-1.06,1.19,-36.6,0.046,34.9470625196356,-57,0.9946,3.33,1.52,9.4,0,8,2
"1298",6275,NA,15.1,0.3,0.49,40.6,0.445,17,105,0.95208,3.73,-0.62,12.4,-2,8,0
"1299",6280,NA,5.8,0.45,0.27,20.8,0.081,190,-230,0.9914,3.07,0.42,24.3,0,6,1
"1300",6283,NA,6.4,-0.2,0.22,26.5,0.347,-119,123.410478288232,0.9944,3.29,0.32,10.1,-1,7,1
"1301",6288,NA,6,0.14,-0.6,-48,0.0614253988113857,-87,89,0.9924,3.16,0.74,11.5,0,7,4
"1302",6289,NA,7.2,0.585,-1.48,-14.9,0.04,143,-26,0.99681,3.44,-0.93,9.4,-1,8,1
"1303",6301,NA,17.7,0.37,1.32,-86.8,0.11,-123,14,1.03241,3.17,-0.39,13.6,2,8,2
"1304",6308,NA,8,0.27,1.53,-12.9,0.053,18,134,0.99732,4.44,3.56,-3.2,1,9,2
"1305",6314,NA,6.7,0.44,-0.06,-15.4,-0.058,183,11,0.9944,3.23651810584958,1.61,11.7,0,6,2
"1306",6315,NA,11.5,-0.86,0.51,4,0.104,69,23,0.9996,1.85,1.78,10.1,-1,12,0
"1307",6316,NA,6.1,1.41,1.41,7.1,0.184,-225,963,1.00259,3.3,1.19,10.4,0,7,2
"1308",6317,NA,6.7,0.27,0.33,-59.3,0.264,9,45,0.99144,3.23651810584958,1.54,17.2,0,7,1
"1309",6318,NA,6.8,0.28,1.99,7.6,-0.281,30,162,0.99987,3.08,0.59,6.2,-2,8,3
"1310",6323,NA,6.3,0.41,0.79,7.1,-0.072,154,-59,1.00429,3.2,0.42,10.5836317460295,-1,7,3
"1311",6329,NA,4.8,-1.08,0.37,37.3,0.037,-262,272,0.96464,3.23651810584958,0.18,12.2,-1,5,3
"1312",6336,NA,6.7,0.56,0.13,14.9,0.206,15,36,0.9592,3.61,-0.53,4.4,-1,7,0
"1313",6341,NA,-7.1,0.345,0.34,-7.9,0.068,-28,143,0.96176,3.24,0.4,10.1,1,6,2
"1314",6348,NA,6.3,0.59,0.37,7.9,0.047,58,-108,1.03039,3.19,2.46,10.5836317460295,-1,7,3
"1315",6349,NA,13.7,0.24,0.11,17.3,0.0614253988113857,-218,126,0.99888,2.12,0.47,9.2,1,7,2
"1316",6365,NA,-4.6,0.25,0.37,13.5,0.06,52,192,0.9975,1.78,1.04,6.9,0,8,0
"1317",6372,NA,8.5,1.67,0.34,90.5,0.041,32,161,1.04949,3.58,0.4,22.3,0,9,2
"1318",6376,NA,13.9,-0.14,0.18,7.4,-0.401,34.9470625196356,-62,1.03551,3.53,0.71,5,0,7,1
"1319",6378,NA,7.8,-0.15,0.26,1.9,0.088,288,53,0.95169,3.43,-0.95,9.2,0,9,0
"1320",6379,NA,5.9,0.86,0.32,-54.8,0.022,-36,-42,0.9722,2.43,0.53459173553719,11.5,1,7,2
"1321",6382,NA,15.7,0.29,1.23,11.7,0.073,40,131,0.9958,3.38,0.34,14.5,-1,9,0
"1322",6383,NA,6.9,0.34,0.74,11.2,0.174,-34,573,0.96625,3.23651810584958,0.81,11.7,-1,8,2
"1323",6389,NA,1.9,0.63,0.27,8.8,-0.4,-111,-120,1.03191,3.08,0.38,9.3,1,8,3
"1324",6390,NA,8,1.13,0.03,5,0.0614253988113857,-8,101,0.992,3.8,0.78,12.3,-2,9,1
"1325",6392,NA,-1.2,0.24,1.07,48.6,-0.306,140,746,0.992,2.95,0.49,18,0,6,3
"1326",6394,NA,-8.1,-0.96,0.33,1.4,-0.077,256,55,0.96162,3.21,0.16,7,1,8,0
"1327",6402,NA,7.2,0.62,0.4,-14.5,0.526,17,-305,0.96158,3.51,0.53,4.9,1,8,0
"1328",6404,NA,8.7,0.17,-0.46,-26.7,0.215,32,106,0.9959,2.72,-1.26,20.1,2,7,1
"1329",6405,NA,-9.7,-0.23,-0.64,5.31913482791285,0.04,5,-309,0.99126,3.99,-0.87,10.7,-1,6,1
"1330",6406,NA,0.8,0.46,0.26,-51.9,0.467,131,83,0.99114,3.53,2.24,5.7,0,8,0
"1331",6409,NA,9.1,0.27,0.45,17.9,-0.454,28,123.410478288232,0.96637,3.2,0.46,10.1,0,10,4
"1332",6410,NA,1.3,1.46,0,1.6,0.491,27,-90,1.04413,3.34,-0.99,10.5836317460295,1,7,3
"1333",6411,NA,-3.3,0.23,-2.55,7.2,0.041,21,90,0.95429,3.22,0.7,9.5,0,7,2
"1334",6421,NA,9.9,-0.61,-0.99,2.6,-0.341,21,77,0.97997,3.28,0.51,11.4,1,11,3
"1335",6428,NA,10.6,0.17,0.24,16.8,0.577,9,162,1.07907,3.17,0.38,12.9,2,8,4
"1336",6429,NA,-3.5,0.57,-0.09,2.1,0.199,263,26,1.02915,3.41,1.89,18.2,-1,7,1
"1337",6432,NA,18.5,1.52,-1.2,20.9,0.035,21,109,0.96967,3.19,0.58,12.2,0,8,3
"1338",6436,NA,15.9,-0.24,-0.97,1.8,0.565,34.9470625196356,-307,0.99734,3.42,-0.32,7.3,-1,8,0
"1339",6437,NA,6.1,0.33,-0.02,7.8,0.052,306,5,0.95851,2.33,0.65,9.4,0,7,2
"1340",6438,NA,6.4,0.73,0.6,30,0.112,247,714,1.03209,3.2,0.52,9.2,2,10,0
"1341",6445,NA,13.7,1.13,1.57,28.3,0.323,370,141,0.99338,3.26,0.47,3.5,0,7,1
"1342",6447,NA,17,-1.19,0.41,11.9,0.048,73,-513,0.96709,3.23651810584958,0.53459173553719,9.4,0,8,3
"1343",6450,NA,16.2,0.52,0.37,16.3,0.033,13,-424,0.99726,4.01,0.79,5.4,1,8,2
"1344",6462,NA,6.8,-0.36,0.54,-8.5,-0.028,19,27,0.99596,2.65,2.18,11.3,1,8,2
"1345",6467,NA,15.2,-0.74,0.28,1.1,0.038,-341,110,0.9917,1.92,0.42,10.5,0,7,2
"1346",6478,NA,6.9,0.08,1.12,44.1,0.056,-141,136,0.9975,5.11,1.13,10.5836317460295,0,7,2
"1347",6484,NA,-4.1,0.37,0.86,27.6,0.238,45,152,1.03942,5.02,0.46,13.9,1,7,2
"1348",6492,NA,-3.3,0.17,0.32,19.3,0.435,47,150,0.9948,4.08,1.02,9.6,1,8,2
"1349",6497,NA,7.4,0.27,0.75,11.8,-0.065,34.9470625196356,376,0.978,3.11,0.6,21.2,2,8,3
"1350",6504,NA,4.3,0.15,-0.7,1.3,0.258,-197,-501,0.99112,3.17,1.92,11.2,-1,7,2
"1351",6505,NA,7.4,0.36,1.39,1.9,0.017,31,69,0.9892,5.38,0.22,16,-1,8,0
"1352",6513,NA,1.7,-1.07,0.38,33.8,0.571,48,174,1.01332,3.92,0.38,10.5,-1,8,2
"1353",6525,NA,-1.2,0.21,0.38,0.8,0.02,22,98,0.97913,3.24,0.32,11.8,0,7,4
"1354",6526,NA,6.1,0.31,0.81,19.35,0.0614253988113857,134,207,1.00118,2.18,0.53,10.6,1,7,2
"1355",6528,NA,5.3,-0.5,1.77,6.6,-0.246,22,141,0.99174,2.44,0.6,17.1,-1,6,1
"1356",6540,NA,0.7,1.51,0.31,6.8,-0.378,34.9470625196356,123.410478288232,0.99305,3.15,0.53459173553719,13,1,8,0
"1357",6542,NA,18.8,0.15,-0.73,51.5,0.152,-179,190,0.99648,3.36,0.53459173553719,14.1,1,9,0
"1358",6544,NA,6.5,-1.26,0.39,17.3,-0.303,22,-292,1.05036,2.95,1.4,7.6,1,7,3
"1359",6548,NA,6.4,0.24,1.16,0.95,0.041,-38,131,0.99033,2.48,0.35,10.5,0,7,2
"1360",6552,NA,6.5,0.17,0.33,1.4,0.541,14,358,0.94624,3.23651810584958,0.53459173553719,12.6,-1,7,2
"1361",6558,NA,6.8,0.18,0.46,1.4,0.064,-212,-273,1.04267,3.37,0.45,11.1,0,7,2
"1362",6567,NA,18.1,-2.78,1.08,8.5,0.047,52,242,0.95495,2.15,2.03,-1.7,-2,7,2
"1363",6569,NA,6.5,0.13,0.42,-56,0.035,11,76,0.97012,2.42,0.76,23.73333333,0,7,3
"1364",6572,NA,14.2,-0.7,0.39,70.3,0.058,26,-102,1.03354,3.33,2.77,9,1,8,4
"1365",6577,NA,7.5,1.75,0.67,-55.8,-0.352,53,166,1.02196,2.9,0.41,2.7,2,8,3
"1366",6581,NA,14.7,-0.83,0.44,48.9,-0.533,-93,97,0.97688,3.1,0.85,22,-1,7,2
"1367",6588,NA,7.4,0.16,1.33,13.7,-0.001,-38,168,1.0037,3.91,0.44,8.7,-1,8,2
"1368",6591,NA,15.2,0.39,0.12,121.8,0.065,14,24,0.95595,2.69,0.53,12.4,1,8,0
"1369",6594,NA,-2.3,0.22,-3.06,1.7,0.381,322,118,0.99906,3.74,-0.53,10.6,-1,7,1
"1370",6600,NA,27.7,0.19,0,5.31913482791285,-0.529,149,304,0.98381,3.02,1.24,12.3,2,5,2
"1371",6602,NA,5.5,0.31,0.25,55.3,0.0614253988113857,203,165,0.9972,4.36,0.55,4.25,1,7,1
"1372",6604,NA,10.5,1.68,-1.22,4.75,0.033,-264,-24,1.01205,2.2,0.42,11.8,0,7,1
"1373",6605,NA,7.5,0.17,0,-50.2,-0.255,52,-279,0.99801,3.03,0.46,8.9,0,8,2
"1374",6614,NA,6.3,0.27,0.29,12.2,0.543,59,6,0.99782,3.58,0.53459173553719,8.8,-1,7,1
"1375",6616,NA,6.2,-0.03,0.76,-6.8,-0.091,14,123.410478288232,0.99428,3.45,1.02,14.2,-2,7,0
"1376",6621,NA,7.7,-0.94,-0.67,-23.65,0.053,509,435,0.97132,3.2,0.5,5.8,0,8,0
"1377",6640,NA,8.3,0.35,0.42,23.7,-0.231,-172,913,0.94989,3.02,2.49,16.8,0,5,3
"1378",6641,NA,7.7,0.86,0.35,-22.4,0.0614253988113857,314,370,1.02,3.36,-0.01,9.6,-1,8,2
"1379",6643,NA,19.7,1.2,0.22,-82.9,0.08,136,-3,0.99613,3.78,-0.73,9.9,0,9,1
"1380",6644,NA,-0.7,0.24,0.36,2,0.031,27,139,1.02299,4.25,0.53459173553719,16.8,-1,8,0
"1381",6649,NA,5,-0.32,1.23,4.5,0.18,330,178,0.98956,3.45,-0.57,10.4,-2,6,1
"1382",6650,NA,-1.7,0.2,0.37,-41.8,0.028,34.9470625196356,-85,1.00039,3.14,0.53459173553719,11.8,0,8,2
"1383",6655,NA,16.2,0.58,0.32,4,-0.462,-216,92,0.98936,3.2,-0.4,8.3,1,7,4
