"","INDEX","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
"2962",3740,2,-2.8,1.39,-1.6,33.5,0.452,48,198,1.03948,1,0.42,12.4,-2,8,0
"2963",3741,5,27.7,0.25,1,14.4,0.374,55,205,0.95063,3.24,0.38,9,0,8,2
"2964",3742,3,16.1,1.37,0.29,13.7,0.035,94,134,0.99567,2.11,0.38,16.3,-1,7,3
"2965",3743,6,7.6,1.14,0.62,15.2,0.0548224891009295,37,156,0.9958,3.14,-0.46,19.2,1,9,2
"2966",3744,4,15.5,0.32,1.56,28.8,0.063,16,37,1.0332,2.51,0.78,15.7,0,12,1
"2967",3745,5,5.6,0.15,0.26,5.55,-0.409,-177,-290,0.9491,3.11,2.24,14.7,1,6,3
"2968",3746,4,4.5,1.74,0.03,4.2,-0.026,-204,93,0.9963,4.03,0.48,13.4,-1,8,3
"2969",3748,2,10.7,-1.02,0.99,2.9,-0.38,21,438,0.9807,3.09,3.05,9.3,-1,9,2
"2970",3749,3,6.5,0.51,0.25,62.7,0.048,-87,63,0.99212,3.09,1.14,10.6,0,7,0
"2971",3750,3,-0.4,0.27,0.28,-50.3,0.042,187,365,0.97226,2.52,0.03,13,-1,7,1
"2972",3751,0,2.4,0.51,-0.68,19.5,0.087,-233,54,1.00216,3.42,-0.1,3.3,1,8,0
"2973",3752,4,-1.9,-0.855,-1.66,1.4,0.042,64,120.714232642615,0.99135,3.37,1.77,13.8,2,6,2
"2974",3755,6,10.4,0.19,-2.92,31.65,-0.106,212,199,0.99974,3.35,-0.3,10.4892362598141,0,7,3
"2975",3756,7,9,-0.78,0.31,3.5,0.576,37,9,0.98872,2.8,-0.82,13.6,2,7,3
"2976",3757,0,7.6,0.58,0.29,2.5,0.486,-114,71,0.99328,3.5,0.37,4.4,1,8,1
"2977",3758,6,8.5,1.42,3.09,5.2,0.027,70,93,0.90758,3.06,-2.42,12.3,0,7,2
"2978",3759,4,12.7,-0.53,0.65,-21.5,0.572,-222,520,1.01222,3.20762822580645,0.42,10.8,1,7,2
"2979",3761,6,14.6,0.19,2.23,6.1,0.24,9,-373,0.9927,3.12,-0.52,4.3,2,7,2
"2980",3762,0,12.7,0.41,2.13,-16.7,0.467,18,69,1.04081,3.08,1.31,9.4,1,9,0
"2981",3764,6,13.4,-0.04,1.67,-23.9,0.044,258,91,1.00539,4.5,0.527111782477341,9.5,1,7,1
"2982",3766,5,6.4,0.54,0.37,31.5,0.214,55,95,1.00369,4.42,0.77,9,1,11,2
"2983",3767,2,-5.3,0.59,2.48,-17.4,-0.546,37,162,0.9983,3.13,-0.45,11.7,0,7,1
"2984",3768,2,7,0.35,0.17,5.41873306511208,0.049,157,-37,1.00573,3.43,0.36,9.7,-2,8,1
"2985",3770,4,6.4,-0.19,-0.11,1.6,0.038,113,47,1.01226,3.14,-1.09,9.6,0,7,3
"2986",3772,3,9.1,0.98,0.58,33.6,0.036,44,161,1.0275,3.06,0.41,8.9,-1,9,2
"2987",3773,0,20.8,0.645,0.9,5.41873306511208,-0.008,30.8455712874547,43,1.04927,3.73,0.74,10.4892362598141,1,17,0
"2988",3774,0,7,1.48,0.39,2.5,0.079,28,-39,0.94117,4.19,0.527111782477341,9.8,1,11,1
"2989",3775,0,8.2,1.62,0.42,36.5,0.009,216,-157,0.94627,3.33,-0.62,9.8,1,9,0
"2990",3776,4,12.8,-0.38,1.88,13.2,0.295,-1,355,0.9973,3.2,1.88,9.6,1,8,1
"2991",3777,2,4.8,0.28,-0.39,24.8,0.503,50,-145,1.08765,3.15,1.53,10.2,-1,7,0
"2992",3778,3,8.3,0.12,0.57,15,0.052,-189,256,1.0001,2.93,0.64,10.3,0,9,1
"2993",3779,0,-3.6,0.55,-1.2,-60.7,0.226,36,28,1.01311,3.34,1.36,9.5,0,8,0
"2994",3780,5,-0.7,0.5,-1.1,1.4,0.057,30.8455712874547,126,0.99448,1.83,1.11,9.5,2,7,3
"2995",3781,6,6.1,0.32,0.53,45.8,0.036,113,98,1.06161,3.34,0.52,10.2,2,7,3
"2996",3782,3,-3.5,0.2,1.61,27.1,0.546,86,-46,1.00959,3.07,0.54,10.7,-1,7,1
"2997",3783,5,7.3,1.07,0.5,-53.7,0.045,114,388,0.9525,3.13,0.74,11.5,1,8,1
"2998",3785,4,4.2,1.295,0.43,45.9,0.621,284,33,1.02765,3.58,0.69,17.1,-1,8,3
"2999",3786,4,5.9,0.06,1.17,11.2,-0.482,-47,-427,1.04295,3.20762822580645,-1.41,14,1,6,4
"3000",3788,3,13.5,0.22,0.33,1.2,0.63,38,33,0.94302,2.83,0.31,10.3,0,9,2
"3001",3789,3,12.1,0.3,-0.92,6.3,0.057,229,-46,1.0388,3.66,1.39,9.6,0,7,2
"3002",3790,2,6.4,0.26,0.26,5,0.052,15,176,0.99304,3.09,0.43,9.3,-1,7,0
"3003",3791,4,4.6,0.22,0.32,-28.7,-0.013,-39,156,0.99316,3.13,0.55,11.2,0,7,0
"3004",3792,3,2,0.28,0.22,5.41873306511208,0.603,36,-277,0.98949,3.08,1.23,5.8,0,7,2
"3005",3793,4,7.8,0.21,0.21,10.2,0.037,17,-304,0.99324,3.20762822580645,0.527111782477341,17.4,-1,5,2
"3006",3795,3,7.4,0.19,-1.28,-27.7,0.14,35,611,0.99312,2.25,0.5,9.6,-1,8,0
"3007",3797,3,3.4,1.33,0.41,1,-0.444,66,144,0.9923,3.20762822580645,-0.45,1.8,-1,8,0
"3008",3799,0,-3.2,1.6,0.71,1.4,-0.43,11,-95,1.03401,3.45,-0.15,16.1,0,6,0
"3009",3800,2,7.9,0.345,1.88,15.3,0.605,54,255,1.03625,2.07,1.44,10.7,-1,9,1
"3010",3801,0,7.4,0.9,1.92,6.9,0.161,14,93,1.00489,3.59,0.48,9.4,0,8,1
"3011",3802,4,7.7,-0.78,0.32,1.6,0.037,113,124,1.06914,2.93,0.33,11,0,8,2
"3012",3803,4,-1.3,0.2,0.27,10.9,-0.853,138,130,0.96952,3.11,-0.91,10.4892362598141,-1,7,2
"3013",3804,0,7.9,0.34,-1.1,25.2,-0.178,198,-288,0.99419,3.27,1.23,19.3,1,9,0
"3014",3805,3,7.2,1.52,0.78,6.75,0.031,22,283,0.98565,4.4,-0.17,1.2,-2,7,3
"3015",3806,5,7.4,1.76,0.42,-20.5,0.117,53,616,0.96197,2.96,0.74,9.1,2,8,1
"3016",3807,3,6.5,2.24,0.25,-0.7,0.035,-81,76,0.9914,3.58,0.76,11.333333333,-1,7,3
"3017",3808,0,15.4,-0.1,-0.26,24.7,0.039,-185,470,0.9918,3.54,0.64,13.2,1,8,0
"3018",3810,4,3.4,-0.315,0.25,56.2,-0.066,19,75,1.01054,3.23,0.56,6.6,1,8,4
"3019",3811,4,6,0.26,0.73,-6.45,0.04,30.8455712874547,80,0.9396,4.47,-1.22,4.7,0,7,2
"3020",3813,3,-3.8,0.27,-0.98,-39.9,-0.05,-33,415,1.00831,3.45,0.45,6.2,-1,7,1
"3021",3814,2,6.4,0.08,-0.68,53.4,0.469,28,178,0.9896,3.31,0.45,12.1,-1,7,1
"3022",3815,4,17,0.23,0.34,4,0.608,86,-287,0.9174,4.21,-0.5,9.7,0,7,3
"3023",3816,5,7.8,-1.04,0.64,10.4,0.031,221,480,0.99692,3.51,0.58,4.6,1,8,2
"3024",3817,5,6.5,2.21,-0.82,1.4,0.03,-207,132,0.96579,3.36,0.53,5.8,0,7,1
"3025",3818,2,3.5,0.61,0.2,1.7,0.7,36,473,1.03477,3.1,0.4,7.9,-1,8,2
"3026",3820,0,11.1,0.51,1.25,12.4,0.077,98,-382,0.98899,3.62,-0.38,14.6,1,8,0
"3027",3821,5,4.9,0.22,1.68,1.7,0.354,67,3,0.9928,2.73,0.56,10.4,1,7,4
"3028",3822,6,3.9,0.33,0.34,2,-0.397,61,255,0.98947,2.48,0.527111782477341,19.2,1,8,3
"3029",3823,4,6.3,0.2,0.39,40.5,0.044,111,116,0.96632,3.26,-0.77,10.3,0,7,1
"3030",3824,5,7.4,0.44,0.34,-58.3,0.554,18,120.714232642615,0.97627,3.38,-0.66,10.4892362598141,0,8,3
"3031",3825,5,-3.9,-0.93,0.33,-0.7,0.029,35,120.714232642615,0.99114,3.20762822580645,0.6,11.5,0,7,2
"3032",3826,0,-5.6,0.72,0.44,5.41873306511208,0.055,-205,261,0.99488,3.78,0.51,18.4,0,7,0
"3033",3827,5,-4.3,0.31,0.3,5.41873306511208,0.043,30,319,0.98867,3.09,0.36,12.8,0,7,0
"3034",3829,3,-2,2.08,-0.55,-26,-0.177,28,234,1.04627,2.78,0.5,9,0,8,1
"3035",3830,3,13.5,1.64,0.22,-33.3,0.049,-5,191,0.9966,3.08,0.4,9.3,-1,8,1
"3036",3832,0,-3.1,0.16,-0.86,22.8,0.0548224891009295,24,52,1.03167,3.66,1.86,9.6,-1,8,0
"3037",3834,3,1.5,0.19,2.38,-22.7,-0.509,51,906,0.9975,2.87,1.2,3.5,-1,8,0
"3038",3835,7,13.8,-0.39,1.68,2.7,0.032,49,151,1.02746,1.31,0.39,14.7,2,8,2
"3039",3836,5,6.9,0.6,-1.06,53.9,0.471,37,120.714232642615,0.99026,3.58,0.6,12.6,-1,7,2
"3040",3838,6,-17,0.34,0.78,2.2,0.497,30.8455712874547,-140,0.98919,3.55,0.49,10.7,0,6,0
"3041",3840,3,6.1,0.33,0.65,62.4,0.047,30.8455712874547,263,1.01033,3.22,-0.7,15.5,0,9,2
"3042",3841,0,9.8,0.2,0.04,53.3,0.326,5,-143,0.99525,3.42,0.53,14.4,1,7,0
"3043",3842,5,-3.5,0.37,0.72,5.41873306511208,0.0548224891009295,39.5,3.5,1.03406,2.97,0.84,3.7,1,7,4
"3044",3844,3,9.6,0.29,1.71,27.9,0.042,558,-35,0.99644,3.54,0.49,9.1,0,8,2
"3045",3845,5,6,0.11,0.32,23.7,0.028,29,852,0.9912,3.4,0.71,12.8,0,7,3
"3046",3847,5,5.6,-0.4,0.31,-34.1,-0.115,-165,100,0.98964,4.3,0.4,14.3,0,6,3
"3047",3848,5,5.6,0.26,0.27,10.6,0.03,160,119,0.90868,3.4,0.34,3.1,0,6,3
"3048",3849,1,10.3,0.17,-0.86,-53.9,0.328,5,33,1.01619,4.1,0.33,22.5,-1,11,2
"3049",3850,4,5.7,-0.79,-0.99,1.2,0.052,30.8455712874547,478,0.99596,3.44,0.96,13.8,0,6,4
"3050",3851,0,8.9,0.2,1.85,1.8,0.075,-233,120.714232642615,0.99552,2.91,0.2,11.9,-1,9,0
"3051",3852,6,0.3,-0.13,2.35,-44.2,0.042,198,116,0.99123,2.63,-1.19,12.2,0,7,2
"3052",3853,3,8.7,0.51,0.24,2,0.079,279,-23,0.99764,2.96,1.06,9.5,-1,9,2
"3053",3855,2,6.2,1.24,0.97,9.8,0.654,61,21,0.96565,3.15,0.527111782477341,8.9,0,7,1
"3054",3856,5,30,-0.9,1.22,14.1,0.044,79.5,43,0.97136,3.47,0.78,10.9,1,7,1
"3055",3857,3,10.9,0.38,0.29,5.41873306511208,-0.386,15,436,1.00513,2.74,0.6,10.4892362598141,0,7,3
"3056",3858,3,6.6,3.07,0.22,46.5,0.051,35,268,0.98957,3.1,0.67,14.6,0,7,1
"3057",3859,4,-0.2,1.58,0.35,-52.8,0.231,-555,-297,1.0082,3.07,-1.4,10.6,1,9,3
"3058",3860,2,1.6,0.28,0.42,5.41873306511208,0.044,60,196,1.0335,2.48,0.48,11.1,-1,7,0
"3059",3862,4,7.3,2.62,0.37,1.8,0.032,60,156,1.01183,3.11,1.71,17.5,0,8,3
"3060",3863,0,19.6,0.26,-0.44,8.7,0.06,20,49,0.99715,3.07,0.54,8.8,0,12,0
"3061",3865,3,5.2,0.27,1.05,14,0.05,-120,2,0.9979,3.18,0.58,11.7,-1,8,2
"3062",3866,4,-4.8,0.1,0.5,5.41873306511208,0.053,22,118,0.99685,4.4,0.527111782477341,-2.4,0,8,1
"3063",3867,5,14.1,0.31,0.28,6.5,0.0548224891009295,-207,301,1.02496,3.81,0.58,12.6,0,8,2
"3064",3871,5,11.1,0.18,-0.98,12.8,0.062,19,120.714232642615,0.99808,3,0.52,8,0,7,3
"3065",3872,3,10.4,1.69,0.45,-9,-0.529,16,40,1.04934,3.39,0.71,12.9,0,11,0
"3066",3873,0,3.3,-0.37,0.96,2.6,0.084,-271,78,0.9964,2.32,2.44,15.7,-1,8,0
"3067",3874,3,7.3,0.335,1.15,1,-1.153,30.8455712874547,174,0.992,2,0.18,10.4892362598141,0,6,2
"3068",3875,4,7.4,-0.75,0.01,7.5,0.0548224891009295,71,223,0.9959,3.35,1.9,8.9,1,7,2
"3069",3876,0,2.9,0.92,-1.01,44.2,-0.544,-213,124,0.99362,2.08,3.56,10.8,-1,7,0
"3070",3877,0,9.5,0.59,0.44,2.3,0.071,21,-214,0.9992,3.20762822580645,0.63,9.5,-1,11,0
"3071",3878,3,10.2,-0.63,1.57,36.8,0.033,234,165,1.02704,3.22,0.32,6.1,0,7,1
"3072",3879,0,10.5,1.04,0.75,1.7,0.05,40,-111,0.96999,2.59,0.52,-4.4,0,8,0
"3073",3880,5,6.4,0.28,-0.31,-88.2,-0.267,46,179,1.00736,4.4,0.48,5.6,2,7,3
"3074",3881,6,20,0.38,0.05,5.41873306511208,0.103,-279,10,0.96558,3.66,0.58,9.7,1,10,4
"3075",3882,6,6.4,0.28,0.11,3,-0.382,19,98,0.99216,5.52,0.47,11.2,2,7,3
"3076",3884,3,-4.8,-1.03,0.27,1.5,0.076,24,145,0.97774,3.1,-0.92,15.2,0,8,1
"3077",3885,3,0.8,0.38,0.34,-55.8,0.256,150,153,0.98261,3.29,0.8,9.6,-1,8,2
"3078",3887,4,7,-0.01,1.35,27.4,0.05,40,168,0.9976,3.07,0.52,10.8,-1,8,2
"3079",3888,0,13.1,0.73,-0.21,5.41873306511208,0.004,18,-19,0.94922,4.14,0.59,11.9,0,8,0
"3080",3890,4,16,0.91,-0.44,9.8,-0.375,232,522,1.0324,3.3,0.47,8.2333333333,1,7,3
"3081",3891,4,18.5,0.115,0.43,44.8,0.048,54,-266,0.9946,4.23,0.44,22.7,0,7,2
"3082",3892,0,8.4,1.08,-0.25,2,0.041,52,-407,1.01877,3.51,0.71,17.4,1,9,0
"3083",3893,3,6.9,0.22,0.32,-0.5,-0.014,20,368,0.99296,3.17,1.73,4.9,-1,7,2
"3084",3895,0,14.7,1.34,-0.07,2.4,0.077,6,33,0.9974,2.62,3.46,9.4,1,11,0
"3085",3896,2,-5.5,0.22,0.72,-17.3,0.386,10,168,0.9958,3.12,0.36,9.2,-2,7,0
"3086",3897,4,17,-1.15,0.41,55.9,-0.288,37,-270,0.96641,2.48,0.45,14.9,0,7,2
"3087",3898,4,2.5,-0.66,1.25,10.1,-0.081,21,474,1.02029,3.13,0.527111782477341,8.3,1,8,0
"3088",3899,0,8.9,0.3,1.77,-14.6,0.289,36,158,0.99121,2.53,1.5,9.4,0,7,1
"3089",3900,3,6.9,-0.58,0.36,18.5,0.511,38,147,1.04357,2.97,-1.27,11,-1,7,0
"3090",3901,4,7.7,0.3,1.62,36.3,0.037,-149,124,0.93412,5.09,-1.22,11,0,8,4
"3091",3902,3,7,1.6,1.18,9,0.039,54,367,0.9956,3.08,0.43,9.8,-1,7,1
"3092",3903,0,9,0.785,-1.15,35.4,0.078,30.8455712874547,443,0.96498,3.29,0.67,10,1,10,0
"3093",3904,4,11.8,0.32,0.12,41.5,0.054,124,1,0.91741,3.16,0.54,9.3,1,7,3
"3094",3905,2,-4.1,0.46,0.22,14.7,0.047,51,183,1.028195,2.64,0.6,13.6,-1,7,1
"3095",3906,0,9.6,0.56,-0.64,-17.5,0.089,15,-117,0.9979,3.25,1.76,9.2,-1,10,0
"3096",3908,2,7.3,0.24,-0.88,53.2,0.024,30.8455712874547,218,0.9928,3.95,0.89,10.4892362598141,-1,8,0
"3097",3909,4,-1.4,0.26,2.66,1.9,0.0548224891009295,249,-275,0.9928,3.96,-0.43,10.9,0,8,0
"3098",3911,3,14.9,0.68,1.85,-7.2,0.156,-203,621,0.99014,3.22,0.527111782477341,16.7,-1,8,1
"3099",3912,1,6.3,0.88,-0.84,1,0.336,8,119,0.9923,4.2,0.31,10.1,-1,8,1
"3100",3915,4,17.9,0.15,1.56,-48.8,0.051,187,34,0.99792,2.25,0.39,9,-1,7,1
"3101",3916,2,14.2,1.13,-1.15,1.8,0.05,30.8455712874547,120.714232642615,0.99268,1.3,0.527111782477341,11.9,0,7,0
"3102",3917,0,-1.9,0.27,0.49,-45.4,0.082,9,-177,1.01533,3.6,0.52,12.5,0,11,0
"3103",3918,3,21.8,0.64,0.24,2.8,0.105,87,53,1.02773,3.3,2.27,2.5,0,11,1
"3104",3919,3,7.7,0.41,1.1,4.8,0.052,49,142,0.9946,1.05,0.04,-2,0,7,0
"3105",3920,5,6.6,1.47,0.03,1.5,0.62,30.8455712874547,-90,0.98874,3.74,0.52,10.1,0,7,3
"3106",3922,5,6,0.19,0.26,57.9,0.048,211,-245,1.0792,3.3,-1.07,8.9,1,6,0
"3107",3924,0,6.2,2.18,2.22,-35.3,0.043,241,120.714232642615,1.02035,2.32,-0.01,14.8,-2,7,1
"3108",3925,3,6.7,0.61,-0.47,24,0.051,244,161,0.95859,3.36,-0.16,3.8,1,8,2
"3109",3926,6,7.3,0.28,-0.3,5.41873306511208,-0.512,31,114,0.99002,4.5,0.6,8.5,1,6,0
"3110",3927,4,3.8,0.23,0.76,5.41873306511208,-0.637,111,120,1.04265,3.43,0.527111782477341,11.3,-1,8,4
"3111",3928,2,6.8,1.26,0.01,12.5,0.019,-170.5,72,0.98842,3.16,0.47,11.8,-2,7,1
"3112",3930,3,6.4,0.45,0.07,20.5,0.03,10,131,0.9905,2.46,0.95,10.8,0,7,2
"3113",3933,6,8.2,0.18,0.52,1.1,0.601,28,-289,1.00131,3.89,0.68,9.9,1,9,3
"3114",3934,0,-1,1.06,-1.32,1.8,0.082,-5,95,1.01927,3.33,0.58,13.6,-1,9,0
"3115",3935,5,-4.2,0.21,0.06,53.5,0.047,17,61,1.01935,3.24,0.37,12,0,6,3
"3116",3936,4,7.2,1.51,-0.99,-125.4,0.048,-151,149,0.98018,3.1,0.51,9.2,0,8,3
"3117",3938,4,10.3,0.34,0.46,-23.1,-0.064,-53,198,0.991,3.73,0.81,5.8,0,7,2
"3118",3939,5,0,1.705,1.44,24.2,-0.673,33,-160,0.98746,3.21,2.29,14,0,6,0
"3119",3940,3,3.6,0.2,0.07,3.2,0.0548224891009295,21,480,0.99892,3.11,0.54,10.6,-1,8,2
"3120",3941,3,5.9,0.67,1.91,58.8,0.036,23,56,0.9866,2.87,1.68,11.3,0,6,2
"3121",3942,2,7.2,-0.44,0.37,10.4,-0.084,76,458,0.9976,4.24,0.42,8.7,-1,8,2
"3122",3944,3,12.8,0.48,-0.58,2.9,0.03,8,122,0.99769,3.25,0.4,18.5,-1,8,1
"3123",3945,3,11.1,0.24,0.26,-33.1,-0.146,-192,182,1.04665,3.04,0.5,13.4,0,7,2
"3124",3946,5,7.8,0.42,0.26,9.2,0.058,34,567,1.03099,4.07,0.55,14,1,8,2
"3125",3947,0,6.7,-1.02,0.35,-49.3,0.503,144,158,1.00623,3.24,0.37,14,0,7,0
"3126",3948,4,8.2,0.22,-0.42,6.8,-0.05,-219,-118,0.9944,3.46,0.38,10.5,-2,9,2
"3127",3949,3,-0.7,0.14,-1.36,29.7,-0.176,30.8455712874547,279,0.99264,3.37,1.94,10.9,0,7,1
"3128",3950,5,6.6,1.25,-0.34,1.5,0.049,30.8455712874547,184,0.9928,3.18,0.41,12.7,1,7,3
"3129",3951,4,-15.5,0.68,-0.04,5.41873306511208,0.488,20,71,0.93926,4.33,0.38,10.4892362598141,0,7,1
"3130",3952,3,12,0.17,0.74,85,0.053,267,182,0.9953,3.63,0.93,7.2,-1,8,0
"3131",3953,0,15.4,0.34,1.96,-19.4,-0.462,239,18,0.98614,3.18,1.72,14.7,0,10,0
"3132",3954,4,5.5,0.14,0.21,22.2,0.032,191,-273,0.99027,3.42,1.2,12.5,1,6,2
"3133",3955,5,11.3,0.68,0.3,1.4,-0.251,-250,518,0.97283,3.87,0.5,9.6,1,8,2
"3134",3958,3,7.4,0.38,-0.29,-36.4,-0.465,44,-264,0.9798,3.11,0.52,14.1,0,8,0
"3135",3959,2,7.3,0.74,0.08,-36.1,0.094,-230,123,0.99576,3.24,0.61,9.8,-1,8,2
"3136",3960,5,4.1,1.55,0.49,15.55,-0.122,-122,134,0.97138,3.42,0.527111782477341,11.2,0,8,0
"3137",3962,4,6.2,1.53,0.28,-20.7,-0.135,296,120.714232642615,0.9952,2.26,0.527111782477341,13.4,0,7,0
"3138",3963,4,6.8,0.18,1.21,9.8,0.0548224891009295,64,120.714232642615,0.9952,3.13,0.51,10.6,0,7,3
"3139",3964,5,6.1,0.41,-1.57,5.41873306511208,0.036,221,121,0.99228,2.84,0.527111782477341,14.9,1,7,3
"3140",3965,3,6.4,0.26,0.21,8.2,-0.164,51,182,0.99034,2.28,-0.67,4.1,0,7,0
"3141",3966,7,5.8,0.16,-0.71,2.2,0.037,-91,125,0.98986,3.36,0.33,8.3,1,6,3
"3142",3967,3,7.2,0.23,0.94,29.2,-0.417,55,455,0.9979,3.09,-0.75,14.8,-1,8,1
"3143",3968,4,1,1.64,0.44,11.8,-0.053,328,120.714232642615,0.99519,3.2,0.18,6.9,1,7,3
"3144",3969,3,7.3,2.03,0.09,44.8,-0.041,16,-28,0.9712,3.02,0.56,4.9,-1,6,1
"3145",3970,5,-0.8,0.205,0.81,2.3,1.162,73.5,287,0.95345,5.27,0.61,9.9,0,8,0
"3146",3972,5,17.4,0.22,0.67,-10.05,0.044,-108,110,0.96836,3.31,-1.29,9,1,6,3
"3147",3973,4,17.9,0.53,0.38,14.3,-0.308,44,560,1.03276,3.54,0.44,9,0,8,2
"3148",3974,4,3.7,-0.34,-2.17,-6.3,-0.309,47,37,0.973,3.69,0.46,11.1,0,7,1
"3149",3975,4,3.9,1.08,1.88,10.5,0.303,313,105,0.99407,1.61,-0.33,14.8,0,9,1
"3150",3976,3,4.6,-0.95,1.81,7.2,0.0548224891009295,30.8455712874547,120.714232642615,0.99509,4.46,0.55,3.2,-1,7,1
"3151",3977,4,8.2,0.15,0.38,15.3,-0.596,-199,120,1.00248,3.18,1.34,9.8,0,8,3
"3152",3978,5,7.5,0.24,0.27,-60.6,0.018,225,123,0.9851,2.78,0.37,2.9,1,7,2
"3153",3979,4,6.2,-0.45,0.49,1.6,0.065,17,-251,0.9937,2.64,0.52,9.2,0,7,3
"3154",3980,0,6.4,0.36,0.47,32.7,0.145,238,124,0.94305,1.94,1.44,5.3,1,7,0
"3155",3981,5,-13.3,2.35,0.32,-42.2,0.058,24,142,0.99596,3.36,-0.09,8.8,1,7,3
"3156",3982,4,7.9,-0.18,-0.43,54.6,0.478,73,120.714232642615,0.9969,2.93,0.55,19.2,0,8,2
"3157",3983,3,-10.9,0.26,0.28,30,-0.079,24,268,0.98918,4.09,1.54,10.4892362598141,-1,7,2
"3158",3984,3,5.8,0.33,0.2,15.35,0.047,26,22,0.95599,2.67,-0.36,15.4,0,6,1
"3159",3985,5,5.2,0.37,0.46,35.8,0.028,13,81,0.9902,2.88,0.38,11.7,1,6,2
"3160",3986,0,6,2,0.85,-23.6,0.035,-240,83,1.03996,1.93,-2.88,15.9,1,7,0
"3161",3987,4,0.8,0.44,0.81,5.41873306511208,0.053,57,-33,0.99174,3.22,0.39,19.1,0,7,1
"3162",3988,7,6.8,0.39,-1.72,-47.3,0.02,38,133,1.04263,3.64,0.84,12,2,8,4
"3163",3989,0,5.4,0.785,0.24,1.7,0.078,10,327,1.04204,3.29,-0.65,10,1,10,0
"3164",3990,5,6.4,0.22,0.14,1.2,0.457,313,96,0.98961,3.06,0.74,15.1,1,7,4
"3165",3991,5,27.9,0.77,0.42,5.41873306511208,0.031,120,118,0.99134,3.78,-1.03,11.2,0,7,0
"3166",3992,2,6.1,-0.03,0.24,-43.75,-0.273,111,601,0.96241,2.26,1,9.3,-1,7,0
"3167",3993,3,9.5,0.32,-1.05,-33.7,0.419,-31,-87,1.00349,3.47,0.47,10.4892362598141,0,8,0
"3168",3994,1,-15.9,0.32,0.47,5.1,0.0548224891009295,19,65,1.03763,2.17,0.41,12.6,-2,8,1
"3169",3995,0,6.3,2.69,0.45,8.3,0.322,-186,196,1.02417,3.18,0.48,8.7,0,7,1
"3170",3996,3,5.8,1.02,0.38,4.9,-0.491,30.8455712874547,-254,0.98963,2.29,-1.3,16.6,-2,6,1
"3171",3997,0,12.3,0.85,0.39,-30.2,0.034,25,488,0.99616,3.8,0.527111782477341,5.7,0,8,1
"3172",3998,3,-4.1,1.33,0.28,26.05,-0.257,27,505,1.00295,4.24,0.09,9.1,-1,8,3
"3173",3999,3,13.5,1.19,0.47,29.8,0.027,12,471,0.95668,3.38,0.527111782477341,10.3,-1,7,0
"3174",4000,5,7.1,0.45,0.27,10.4,0.601,-243,114,0.9526,3.04,1.91,6.2,0,8,2
"3175",4001,4,18.3,-0.58,0.34,14.2,0.042,184,105,0.9983,2.2,3.88,9.4,1,8,2
"3176",4002,3,19,-0.88,1.45,8.9,0.039,130,118,1.02714,3.93,0.61,10.4,0,8,1
"3177",4003,3,16.3,0.68,-0.05,-45.7,0.036,28,143,0.99256,3.31,0.49,10.3,-1,7,0
"3178",4007,3,6.3,0.4,-1.89,10.6,0.049,38,456,0.9981,4.28,0.59,5.6,-1,7,2
"3179",4008,4,7.1,1.66,0.37,-37.6,0.019,176,114,0.99036,3.31,0.49,17.8,-1,8,1
"3180",4009,3,7.6,0.2,0.34,9.3,0.062,40,126,0.94613,2.75,-0.75,13.5,0,8,1
"3181",4010,4,7.9,1.55,0.24,29.4,0.031,-180,140,0.97539,3.34,0.09,17.2,0,6,1
"3182",4012,4,6.8,0.18,-1.26,13.1,0.047,-202,437,0.9952,2.74,1.91,15.2,0,7,3
"3183",4015,2,5.5,1.48,0.35,0.9,-0.023,32,191,0.99527,3.16,0.5,9.5,-1,7,1
"3184",4018,4,6.4,-0.78,0.52,3.6,0.197,116,191,0.90864,3.01,0.38,9.1,1,7,1
"3185",4019,4,6.3,0.6,-0.52,64.7,0.048,35,26,0.96653,3.55,0.51,15.7,1,7,3
"3186",4021,4,0.8,1.44,0.35,-60.4,0.528,35,146,0.993,3.07,0.44,10.4892362598141,0,7,2
"3187",4023,0,6.7,0.3,-1.08,50,-0.166,38,0,0.99845,3.04,0.46,8.9,0,8,0
"3188",4024,4,7,0.85,0.76,70.3,-0.489,232,-281,0.99436,3.2,0.58,9.9,1,8,2
"3189",4025,4,13.6,0.2,0.38,4.7,0.34,27,103,0.994,3.37,0.58,12.6,0,7,2
"3190",4027,6,4.6,0.06,-1.25,1.6,0.053,229,120.714232642615,0.90223,2.03,-1.09,11.6,1,7,2
"3191",4028,1,6.5,1.9,0.17,9.9,-0.119,-115,878,0.9932,4.04,0.45,10.4892362598141,-1,7,0
"3192",4029,4,7.8,1.63,3.5,13.7,0.044,66,184,0.98255,3.78,1.42,7,1,8,3
"3193",4030,5,1.8,0.31,0.24,-57.3,0.037,-175,150,0.9913,3.69,0.15,16.6,0,8,3
"3194",4031,6,10.9,0.53,1.71,-53.2,-0.428,-184,17,1.0002,3.07,0.56,16.6,2,12,3
"3195",4033,0,7.6,0.36,0.44,-1.8,0.178,211,158,1.03964,4.24,-0.88,7.8,0,8,1
"3196",4034,3,1,-1.06,0.17,-12.8,0.213,59,186,0.99754,3.08,0.49,13.5,0,7,1
