"","Type","Gender","Color1","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PhotoAmt","AdoptionSpeed","AgeYears","NumColors","AllMeds","purebreed","euth_risk"
"1804","Dog","Female","Black","Small","Medium","Yes","Yes","No","Healthy",1,0,4,"2",3,"3","4","Yes","Medium"
"1805","Dog","Male","Brown","Small","Medium","No","No","No","Healthy",1,100,1,"3",3,"2","6","Yes","Medium"
"1806","Dog","Female","Brown","Small","Long","Yes","Yes","No","Healthy",1,250,3,"3",3,"2","4","Yes","Medium"
"1807","Dog","Female","Brown","Medium","Short","Yes","Yes","Yes","Healthy",1,0,1,"2",6,"2","3","Yes","Medium"
"1808","Dog","Female","Black","Small","Medium","Not Sure","Yes","No","Healthy",1,200,7,"2",5,"2","6","Yes","Medium"
"1809","Dog","Male","Cream","Small","Medium","Yes","Yes","Yes","Healthy",1,200,1,"3",1,"1","3","Yes","Medium"
"1810","Dog","Male","Cream","Small","Medium","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,2,"2",7,"2","9","Yes","Medium"
"1811","Dog","Male","Brown","Medium","Short","Yes","Yes","No","Healthy",1,0,2,"1",4,"3","4","Yes","Low"
"1812","Dog","Female","Brown","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"2",6,"2","9","Yes","Medium"
"1813","Dog","Female","Black","Small","Long","Yes","Yes","No","Healthy",1,599,5,"2",1,"3","4","Yes","Medium"
"1814","Dog","Female","Golden","Small","Long","Yes","Yes","Yes","Healthy",1,180,3,"2",7,"2","3","Yes","Medium"
"1815","Dog","Male","Black","Small","Short","Yes","Yes","No","Healthy",1,0,2,"1",5,"3","4","Yes","Low"
"1816","Dog","Male","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,2,"2",5,"3","4","Yes","Medium"
"1817","Dog","Female","Brown","Small","Long","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,1,"2",2,"2","9","Yes","Medium"
"1818","Dog","Male","Black","Small","Medium","Not Sure","Not Sure","Yes","Healthy",1,0,0,"1",1,"2","7","Yes","Low"
"1819","Dog","Female","Brown","Small","Medium","Yes","Yes","Not Sure","Healthy",1,500,5,"2",0,"3","5","Yes","Medium"
"1820","Dog","Male","Black","Small","Long","No","No","No","Healthy",1,50,1,"3",4,"3","6","Yes","Medium"
"1821","Dog","Male","Brown","Small","Medium","Yes","Yes","No","Healthy",3,100,9,"1",0,"3","4","Yes","Low"
"1822","Dog","Female","Black","Small","Medium","Yes","Yes","No","Healthy",1,0,2,"1",0,"3","4","Yes","Low"
"1823","Dog","Female","Cream","Medium","Long","Not Sure","Not Sure","No","Minor Injury",1,0,6,"0",6,"3","8","Yes","Low"
"1824","Dog","Male","Cream","Small","Long","Yes","Yes","Yes","Minor Injury",1,200,1,"2",4,"1","3","Yes","Medium"
"1825","Dog","Male","Golden","Small","Short","Yes","Yes","Yes","Healthy",1,350,3,"2",3,"2","3","Yes","Medium"
"1826","Dog","Female","Cream","Small","Long","Yes","Yes","Yes","Healthy",1,0,7,"1",0,"2","3","Yes","Low"
"1827","Dog","Male","Brown","Medium","Short","Yes","Yes","Not Sure","Minor Injury",1,0,2,"4",10,"2","5","Yes","High"
"1828","Dog","Female","Gray","Small","Long","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,2,"1",2,"2","9","Yes","Low"
"1829","Dog","Male","Brown","Small","Long","Yes","Yes","Yes","Healthy",1,0,1,"2",4,"3","3","Yes","Medium"
"1830","Dog","Male","Black","Small","Medium","Yes","Yes","No","Healthy",1,0,1,"4",2,"3","4","Yes","High"
"1831","Dog","Female","Black","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"1",1,"2","9","Yes","Low"
"1832","Dog","Male","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"3",1,"2","4","Yes","Medium"
"1833","Dog","Female","Cream","Small","Medium","Yes","Yes","Yes","Healthy",2,330,4,"1",4,"2","3","Yes","Low"
"1834","Dog","Female","White","Small","Long","Yes","Yes","No","Minor Injury",1,0,2,"2",3,"1","4","Yes","Medium"
"1835","Dog","Male","Black","Small","Medium","Not Sure","Yes","No","Healthy",1,0,1,"3",4,"2","6","Yes","Medium"
"1836","Dog","Male","Brown","Small","Short","Yes","Yes","No","Healthy",1,0,0,"0",1,"2","4","Yes","Low"
"1837","Dog","Male","White","Medium","Medium","Yes","Yes","Yes","Healthy",1,500,4,"4",2,"1","3","Yes","High"
"1838","Dog","Female","Black","Small","Long","Yes","Yes","No","Healthy",1,0,2,"1",3,"3","4","Yes","Low"
"1839","Dog","Female","Cream","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"1",3,"2","9","Yes","Low"
"1840","Dog","Male","Black","Small","Long","Not Sure","Yes","No","Healthy",1,300,6,"3",0,"2","6","Yes","Medium"
"1841","Dog","Male","Gray","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"4",10,"2","9","Yes","High"
"1842","Dog","Female","Black","Small","Short","Yes","Yes","No","Healthy",2,400,2,"2",2,"3","4","Yes","Medium"
"1843","Dog","Female","Brown","Small","Long","Yes","Yes","Yes","Healthy",1,0,1,"4",4,"2","3","Yes","High"
"1844","Dog","Male","Brown","Small","Long","No","No","No","Healthy",1,0,4,"0",1,"3","6","Yes","Low"
"1845","Dog","Male","Cream","Small","Long","Not Sure","Not Sure","No","Healthy",1,0,2,"3",5,"1","8","Yes","Medium"
"1846","Dog","Female","Brown","Small","Short","Yes","Yes","No","Healthy",1,300,1,"2",5,"2","4","Yes","Medium"
"1847","Dog","Male","Brown","Medium","Medium","Yes","Yes","No","Minor Injury",1,0,1,"1",5,"2","4","Yes","Low"
"1848","Dog","Female","Brown","Small","Medium","Yes","Yes","Yes","Healthy",1,0,1,"3",2,"2","3","Yes","Medium"
"1849","Dog","Male","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,150,2,"1",2,"3","4","Yes","Low"
"1850","Dog","Male","Brown","Small","Medium","Yes","Yes","Yes","Healthy",1,0,11,"1",1,"3","3","Yes","Low"
"1851","Dog","Male","Cream","Small","Short","Yes","Not Sure","No","Minor Injury",1,0,5,"2",8,"3","6","Yes","Medium"
"1852","Dog","Male","Yellow","Small","Medium","Yes","Yes","No","Healthy",1,0,8,"3",5,"3","4","Yes","Medium"
"1853","Dog","Male","Cream","Small","Medium","Yes","Yes","Yes","Healthy",1,0,6,"1",4,"1","3","Yes","Low"
"1854","Dog","Male","Gray","Small","Medium","Not Sure","Not Sure","No","Serious Injury",1,0,5,"2",4,"2","8","Yes","Medium"
"1855","Dog","Male","Black","Small","Long","Not Sure","Not Sure","Not Sure","Minor Injury",1,0,5,"4",1,"2","9","Yes","High"
"1856","Dog","Mixed","Black","Medium","Medium","No","No","No","Healthy",5,0,0,"1",0,"2","6","Yes","Low"
"1857","Dog","Male","Brown","Small","Long","Yes","Yes","Yes","Healthy",1,200,3,"2",7,"3","3","Yes","Medium"
"1858","Dog","Male","Brown","Small","Long","Yes","Yes","No","Healthy",1,200,2,"2",2,"3","4","Yes","Medium"
"1859","Dog","Female","Golden","Small","Medium","Yes","Yes","Not Sure","Healthy",1,300,6,"1",1,"2","5","Yes","Low"
"1860","Dog","Male","Brown","Small","Medium","Yes","No","No","Healthy",1,100,3,"1",2,"2","5","Yes","Low"
"1861","Dog","Male","White","Small","Long","Not Sure","Not Sure","Yes","Healthy",1,0,3,"2",5,"1","7","Yes","Medium"
"1862","Dog","Male","Black","Small","Medium","Not Sure","Yes","Not Sure","Healthy",1,0,3,"2",7,"2","7","Yes","Medium"
"1863","Dog","Male","Brown","Small","Short","Yes","Yes","Yes","Healthy",1,0,2,"1",4,"2","3","Yes","Low"
"1864","Dog","Male","Brown","Medium","Medium","Yes","Not Sure","Not Sure","Healthy",1,0,1,"0",1,"2","7","Yes","Low"
"1865","Dog","Male","Black","Medium","Long","Yes","Yes","Yes","Healthy",1,0,1,"1",2,"3","3","Yes","Low"
"1866","Dog","Female","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"2",1,"2","4","Yes","Medium"
"1867","Dog","Male","Brown","Small","Long","Not Sure","Yes","No","Healthy",1,500,3,"4",0,"3","6","Yes","High"
"1868","Dog","Female","Black","Small","Medium","Yes","Yes","No","Healthy",1,200,4,"1",0,"2","4","Yes","Low"
"1869","Dog","Male","Black","Medium","Short","Yes","Yes","No","Healthy",1,0,1,"1",1,"3","4","Yes","Low"
"1870","Dog","Male","Black","Small","Long","Yes","Yes","Yes","Healthy",1,200,9,"2",6,"3","3","Yes","Medium"
"1871","Dog","Female","Brown","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,0,"0",2,"3","9","Yes","Low"
"1872","Dog","Female","Cream","Small","Medium","Yes","Yes","Not Sure","Healthy",1,0,2,"3",8,"2","5","Yes","Medium"
"1873","Dog","Female","Black","Small","Medium","Yes","Yes","Not Sure","Healthy",1,400,0,"4",4,"2","5","Yes","High"
"1874","Dog","Female","Black","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"4",3,"3","9","Yes","High"
"1875","Dog","Male","Black","Medium","Medium","Yes","No","No","Healthy",1,400,1,"2",1,"3","5","Yes","Medium"
"1876","Dog","Female","Black","Large","Long","Yes","Yes","Yes","Healthy",1,0,6,"0",2,"3","3","Yes","Low"
"1877","Dog","Female","Black","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"1",5,"2","9","Yes","Low"
"1878","Dog","Male","Black","Small","Medium","No","No","No","Healthy",1,0,1,"1",0,"2","6","Yes","Low"
"1879","Dog","Male","Brown","Large","Long","Yes","Yes","No","Healthy",1,0,4,"2",6,"3","4","Yes","Medium"
"1880","Dog","Mixed","Black","Large","Medium","Yes","Yes","No","Healthy",3,0,7,"3",0,"3","4","Yes","Medium"
"1881","Dog","Female","Golden","Medium","Medium","Yes","Yes","Yes","Healthy",1,10,4,"4",3,"3","3","Yes","High"
"1882","Dog","Female","Gray","Large","Medium","Yes","Yes","No","Healthy",1,1000,5,"2",1,"2","4","Yes","Medium"
"1883","Dog","Male","Black","Large","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"2",0,"2","9","Yes","Medium"
"1884","Dog","Male","Brown","Large","Medium","Not Sure","Not Sure","Yes","Healthy",1,750,9,"2",3,"3","7","Yes","Medium"
"1885","Dog","Male","Brown","Medium","Medium","No","No","Not Sure","Healthy",1,0,3,"4",0,"3","7","Yes","High"
"1886","Dog","Male","Black","Large","Medium","Yes","Yes","Not Sure","Healthy",1,50,2,"1",2,"2","5","Yes","Low"
"1887","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"4",4,"1","4","Yes","High"
"1888","Dog","Male","Black","Large","Medium","Yes","Yes","No","Healthy",1,0,3,"2",1,"3","4","Yes","Medium"
"1889","Dog","Male","Black","Small","Short","No","No","No","Healthy",1,0,1,"1",0,"2","6","Yes","Low"
"1890","Dog","Female","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,4,"4",2,"3","3","Yes","High"
"1891","Dog","Female","Black","Large","Short","Yes","Yes","No","Healthy",1,0,1,"1",1,"2","4","Yes","Low"
"1892","Dog","Male","Black","Small","Medium","No","No","No","Healthy",1,0,6,"2",0,"3","6","Yes","Medium"
"1893","Dog","Female","Black","Large","Medium","Yes","Yes","No","Healthy",1,600,2,"1",0,"2","4","Yes","Low"
"1894","Dog","Mixed","Black","Large","Long","Yes","Yes","Yes","Healthy",3,0,4,"3",1,"3","3","Yes","Medium"
"1895","Dog","Female","Brown","Large","Medium","Yes","Yes","No","Healthy",1,499,3,"1",0,"3","4","Yes","Low"
"1896","Dog","Male","Black","Large","Medium","Yes","Yes","No","Healthy",1,600,3,"1",0,"2","4","Yes","Low"
"1897","Dog","Mixed","Brown","Large","Medium","Yes","No","Yes","Healthy",4,320,4,"1",3,"3","4","Yes","Low"
"1898","Dog","Female","Black","Small","Medium","No","No","No","Healthy",1,0,1,"1",0,"3","6","Yes","Low"
"1899","Dog","Male","White","Large","Long","Yes","Yes","No","Healthy",1,600,3,"2",1,"1","4","Yes","Medium"
"1900","Dog","Male","Black","Small","Long","Yes","Yes","Not Sure","Healthy",1,750,2,"1",0,"2","5","Yes","Low"
"1901","Dog","Female","Brown","Small","Long","Not Sure","Yes","Yes","Healthy",1,0,3,"3",0,"1","5","Yes","Medium"
"1902","Dog","Female","Golden","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"0",10,"2","9","Yes","Low"
"1903","Dog","Male","Black","Small","Medium","Yes","Yes","No","Healthy",1,0,3,"3",0,"3","4","Yes","Medium"
"1904","Dog","Female","Cream","Small","Long","Not Sure","Not Sure","Yes","Minor Injury",1,0,2,"0",5,"1","7","Yes","Low"
"1905","Dog","Male","Brown","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"4",3,"3","9","Yes","High"
"1906","Dog","Male","Black","Medium","Short","Yes","Yes","Yes","Healthy",1,0,2,"3",7,"3","3","Yes","Medium"
"1907","Dog","Female","Gray","Small","Medium","Yes","Yes","Yes","Healthy",1,0,3,"2",4,"1","3","Yes","Medium"
"1908","Dog","Female","Black","Small","Short","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"3",2,"3","9","Yes","Medium"
"1909","Dog","Female","Gray","Medium","Long","Yes","Yes","No","Healthy",1,0,3,"1",1,"1","4","Yes","Low"
"1910","Dog","Female","Black","Small","Medium","Yes","Yes","Yes","Healthy",1,0,2,"1",4,"2","3","Yes","Low"
"1911","Dog","Female","Black","Small","Long","Yes","Yes","Yes","Healthy",1,0,2,"3",9,"2","3","Yes","Medium"
"1912","Dog","Female","Black","Small","Medium","Yes","Yes","Yes","Healthy",1,0,2,"3",2,"3","3","Yes","Medium"
"1913","Dog","Female","Brown","Small","Medium","Not Sure","Not Sure","No","Healthy",1,0,1,"1",2,"1","8","Yes","Low"
"1914","Dog","Female","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,3,"1",4,"3","3","Yes","Low"
"1915","Dog","Female","Black","Small","Long","Yes","Yes","Yes","Healthy",1,0,1,"2",3,"3","3","Yes","Medium"
"1916","Dog","Male","Black","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"3",8,"3","9","Yes","Medium"
"1917","Dog","Male","Brown","Small","Long","Yes","Yes","No","Healthy",1,0,5,"0",3,"1","4","Yes","Low"
"1918","Dog","Male","Brown","Small","Medium","Not Sure","Not Sure","No","Healthy",1,0,1,"4",8,"1","8","Yes","High"
"1919","Dog","Male","Brown","Small","Medium","Yes","Yes","No","Healthy",1,0,5,"0",1,"2","4","Yes","Low"
"1920","Dog","Male","Black","Medium","Medium","No","Yes","Yes","Healthy",1,0,1,"1",2,"1","4","Yes","Low"
"1921","Dog","Female","Cream","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,2,"2",0,"1","3","Yes","Medium"
"1922","Dog","Female","Golden","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,0,"2",5,"3","3","Yes","Medium"
"1923","Dog","Male","Black","Small","Medium","Yes","Yes","Yes","Healthy",1,0,3,"3",4,"3","3","Yes","Medium"
"1924","Dog","Female","Yellow","Small","Medium","Yes","Yes","Yes","Healthy",1,300,5,"4",2,"1","3","Yes","High"
"1925","Dog","Mixed","Black","Medium","Long","Yes","Yes","No","Healthy",7,0,21,"3",0,"3","4","Yes","Medium"
"1926","Dog","Female","Golden","Medium","Medium","Not Sure","Not Sure","Yes","Healthy",1,0,9,"3",3,"2","7","Yes","Medium"
"1927","Dog","Female","White","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,2,"2",3,"1","3","Yes","Medium"
"1928","Dog","Female","Black","Medium","Short","Not Sure","Yes","Not Sure","Healthy",4,0,5,"3",0,"3","7","Yes","Medium"
"1929","Dog","Female","White","Small","Long","Yes","Yes","Not Sure","Healthy",1,0,2,"1",2,"1","5","Yes","Low"
"1930","Dog","Female","Black","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,0,4,"4",5,"1","5","Yes","High"
"1931","Dog","Female","Brown","Medium","Short","No","Yes","No","Healthy",1,0,1,"2",0,"1","5","Yes","Medium"
"1932","Dog","Female","Black","Medium","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,4,"4",3,"3","9","Yes","High"
"1933","Dog","Male","White","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,1,"2",5,"1","3","Yes","Medium"
"1934","Dog","Female","White","Medium","Long","Yes","Yes","No","Healthy",1,0,1,"2",1,"1","4","Yes","Medium"
"1935","Dog","Female","Black","Large","Medium","Yes","Yes","Yes","Healthy",1,0,14,"4",3,"3","3","Yes","High"
"1936","Dog","Male","White","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,7,"2",2,"1","3","Yes","Medium"
"1937","Dog","Male","Brown","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"2",4,"1","9","Yes","Medium"
"1938","Dog","Female","Black","Medium","Short","No","Yes","No","Healthy",1,100,6,"3",0,"3","5","Yes","Medium"
"1939","Dog","Female","Brown","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,5,"0",1,"2","9","Yes","Low"
"1940","Dog","Male","Black","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,3,"3",6,"2","9","Yes","Medium"
"1941","Dog","Male","Brown","Small","Medium","Not Sure","Not Sure","Not Sure","Healthy",1,0,1,"2",1,"2","9","Yes","Medium"
"1942","Dog","Male","Brown","Medium","Long","Yes","Yes","No","Healthy",1,200,1,"3",2,"2","4","Yes","Medium"
"1943","Dog","Male","Black","Small","Medium","Yes","Yes","Yes","Healthy",1,0,2,"4",5,"2","3","Yes","High"
"1944","Dog","Male","White","Small","Medium","Yes","Yes","No","Healthy",1,0,0,"4",1,"1","4","Yes","High"
"1945","Dog","Mixed","Black","Medium","Medium","No","Yes","No","Healthy",2,0,13,"2",0,"3","5","Yes","Medium"
"1946","Dog","Female","White","Medium","Medium","Yes","Yes","No","Healthy",1,0,3,"2",6,"1","4","Yes","Medium"
"1947","Dog","Female","Black","Small","Medium","No","No","No","Healthy",3,0,5,"1",0,"2","6","Yes","Low"
"1948","Dog","Male","White","Medium","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,2,"2",1,"1","9","Yes","Medium"
"1949","Dog","Male","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,4,"0",1,"3","3","Yes","Low"
"1950","Dog","Female","Black","Medium","Short","Not Sure","Yes","No","Healthy",3,0,10,"2",0,"2","6","Yes","Medium"
"1951","Dog","Female","White","Small","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,4,"1",1,"1","9","Yes","Low"
"1952","Dog","Male","White","Medium","Medium","No","No","No","Healthy",1,0,3,"1",5,"1","6","Yes","Low"
"1953","Dog","Mixed","Brown","Medium","Medium","No","No","No","Healthy",6,0,5,"4",0,"3","6","Yes","High"
"1954","Dog","Female","Brown","Medium","Medium","Not Sure","Yes","Yes","Healthy",1,0,1,"2",0,"2","5","Yes","Medium"
"1955","Dog","Female","Black","Medium","Medium","No","No","Yes","Healthy",1,0,3,"4",2,"3","5","Yes","High"
"1956","Dog","Male","Brown","Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,2,"4",1,"3","8","Yes","High"
"1957","Dog","Female","Black","Medium","Short","Not Sure","Yes","No","Healthy",1,0,1,"2",1,"2","6","Yes","Medium"
"1958","Dog","Male","Golden","Medium","Medium","Yes","Yes","No","Healthy",1,0,5,"4",5,"2","4","Yes","High"
"1959","Dog","Female","White","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,7,"2",7,"1","3","Yes","Medium"
"1960","Dog","Female","White","Medium","Short","Yes","Yes","Yes","Healthy",1,0,2,"3",1,"1","3","Yes","Medium"
"1961","Dog","Female","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,0,4,"2",0,"2","4","Yes","Medium"
"1962","Dog","Male","Black","Medium","Medium","No","No","No","Healthy",1,0,11,"2",0,"2","6","Yes","Medium"
"1963","Dog","Mixed","Brown","Medium","Medium","No","No","No","Healthy",7,0,5,"2",0,"3","6","Yes","Medium"
"1964","Dog","Female","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,4,"2",5,"1","3","Yes","Medium"
"1965","Dog","Female","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,3,"3",2,"3","3","Yes","Medium"
"1966","Dog","Male","Cream","Small","Medium","Yes","Yes","Yes","Healthy",1,0,9,"4",3,"2","3","Yes","High"
"1967","Dog","Female","Brown","Medium","Medium","Not Sure","Not Sure","Yes","Healthy",1,0,5,"3",1,"2","7","Yes","Medium"
"1968","Dog","Female","Black","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,3,"3",1,"3","3","Yes","Medium"
"1969","Dog","Male","White","Medium","Medium","No","No","No","Healthy",1,0,2,"4",6,"1","6","Yes","High"
"1970","Dog","Female","Golden","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,4,"4",2,"3","3","Yes","High"
"1971","Dog","Female","White","Medium","Short","Yes","Yes","No","Healthy",5,0,3,"4",0,"1","4","Yes","High"
"1972","Dog","Female","Black","Medium","Medium","Yes","Yes","No","Healthy",1,0,1,"3",0,"2","4","Yes","Medium"
"1973","Dog","Female","White","Small","Long","Not Sure","Not Sure","Not Sure","Healthy",1,0,5,"1",1,"1","9","Yes","Low"
"1974","Dog","Male","Cream","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,2,"2",1,"1","3","Yes","Medium"
"1975","Dog","Female","Brown","Medium","Medium","No","No","No","Healthy",1,0,0,"4",4,"1","6","Yes","High"
"1976","Dog","Male","Black","Medium","Medium","Yes","No","Yes","Healthy",1,0,10,"2",0,"2","4","Yes","Medium"
"1977","Dog","Female","Cream","Medium","Medium","Yes","Yes","No","Healthy",1,0,8,"2",0,"1","4","Yes","Medium"
"1978","Dog","Female","Black","Medium","Medium","Not Sure","Not Sure","No","Healthy",1,0,9,"3",0,"3","8","Yes","Medium"
"1979","Dog","Male","Black","Medium","Long","Yes","Yes","Yes","Healthy",1,0,2,"3",3,"3","3","Yes","Medium"
"1980","Dog","Female","Black","Medium","Medium","Yes","Yes","Not Sure","Healthy",1,0,3,"1",4,"3","5","Yes","Low"
"1981","Dog","Male","Black","Medium","Long","Yes","Yes","Yes","Healthy",1,150,8,"0",4,"3","3","Yes","Low"
"1982","Dog","Male","Black","Medium","Medium","No","No","No","Healthy",1,0,13,"1",0,"2","6","Yes","Low"
"1983","Dog","Female","White","Small","Medium","Yes","No","Not Sure","Healthy",1,1,2,"1",1,"1","6","Yes","Low"
"1984","Dog","Female","Brown","Medium","Medium","Yes","Yes","Yes","Healthy",1,0,3,"3",0,"2","3","Yes","Medium"
"1985","Dog","Female","Brown","Medium","Long","Yes","Yes","No","Healthy",1,0,3,"3",5,"2","4","Yes","Medium"
"1986","Dog","Male","Golden","Medium","Long","Yes","Yes","No","Healthy",1,0,9,"2",1,"2","4","Yes","Medium"
"1987","Dog","Male","Black","Large","Medium","Yes","Yes","Yes","Healthy",1,0,2,"2",0,"3","3","Yes","Medium"
"1988","Dog","Female","Brown","Small","Short","Yes","Yes","Yes","Healthy",1,0,8,"3",0,"2","3","Yes","Medium"
"1989","Dog","Female","Golden","Small","Short","Yes","Yes","Yes","Healthy",1,0,4,"2",3,"1","3","Yes","Medium"
"1990","Dog","Male","Brown","Medium","Medium","Yes","Yes","No","Healthy",1,0,5,"4",2,"2","4","Yes","High"
