"","Type","Age","Gender","Color1","MaturitySize","FurLength","Vaccinated","Dewormed","Sterilized","Health","Quantity","Fee","PhotoAmt","MainBreed","has_name","pure_breed","High"
"15171","2",3,"1","1",2,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",NA
"2496","2",3,"3","4",2,1,"3","1","2",1,2,50,4,"British Shorthair","1","1",1
"16412","1",12,"2","5",2,1,"1","1","1",1,1,0,1,"Mixed Breed","1","0",NA
"5203","2",1,"3","1",1,1,"2","2","2",1,2,0,1,"Dom Short Hair","1","1",0
"14686","1",3,"1","1",2,1,"2","1","2",1,1,0,2,"Mixed Breed","1","0",0
"16200","2",1,"1","6",1,2,"2","1","2",1,1,0,4,"Dom Short Hair","1","1",NA
"4804","2",1,"3","2",1,1,"2","2","2",1,4,0,5,"Dom Short Hair","0","1",0
"17616","2",2,"2","2",1,1,"2","2","2",1,1,0,3,"Tabby","1","1",NA
"9132","1",12,"2","5",2,1,"3","3","3",1,1,0,1,"Mixed Breed","1","0",0
"4581","2",2,"2","2",2,1,"1","1","2",1,2,100,12,"Dom Short Hair","1","1",1
"17448","1",1,"1","1",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",NA
"106","1",72,"1","1",2,2,"1","1","2",1,1,0,1,"Beagle","1","1",0
"129","1",0,"1","1",2,1,"3","3","3",1,1,0,5,"Beagle","1","1",0
"657","1",72,"1","3",3,3,"1","1","2",1,1,0,2,"Golden Retriever","1","1",0
"15276","1",36,"2","5",1,2,"1","1","1",1,1,0,4,"Sheep Dog","1","1",NA
"17180","1",36,"2","1",2,1,"2","3","2",2,1,0,1,"Mixed Breed","0","0",NA
"928","1",84,"1","5",3,2,"3","3","3",1,1,0,2,"Labrador Retriever","1","1",1
"1712","1",12,"1","2",1,2,"3","3","3",1,1,0,2,"Shih Tzu","1","1",1
"1269","1",48,"1","2",1,2,"1","1","2",1,1,0,3,"Pomeranian","1","1",1
"1580","1",24,"2","1",3,3,"3","3","2",1,1,0,3,"Saint Bernard","1","1",1
"513","1",3,"1","7",2,1,"2","1","3",1,1,0,9,"Field Spaniel","1","1",0
"3690","2",3,"2","3",2,2,"1","1","1",1,1,0,2,"Dom Medium Hair","1","1",0
"5018","2",16,"2","6",2,1,"1","1","1",1,1,50,10,"Dom Short Hair","1","1",0
"15929","1",2,"3","1",2,1,"2","2","2",1,2,0,3,"Mixed Breed","1","0",NA
"15882","2",12,"1","1",2,1,"3","3","3",1,1,0,11,"Dom Short Hair","1","1",NA
"18839","1",96,"2","2",2,3,"1","1","3",2,1,50,5,"Cocker Spaniel","1","1",NA
"18158","2",4,"2","1",1,2,"2","1","2",1,1,0,4,"Dom Medium Hair","1","1",NA
"14601","1",24,"1","4",2,1,"3","3","3",1,1,0,1,"Mixed Breed","1","0",0
"2132","1",2,"3","1",2,1,"2","1","2",1,5,0,6,"Terrier","1","1",1
"9836","1",2,"2","1",2,1,"3","3","3",1,1,0,3,"Mixed Breed","1","0",0
"11986","1",1,"1","3",1,1,"2","2","2",1,1,0,3,"Mixed Breed","0","0",0
"5392","2",1,"3","3",2,1,"2","2","2",1,4,0,6,"Dom Short Hair","1","1",1
"13491","1",5,"2","1",2,1,"1","1","2",1,1,0,2,"Mixed Breed","1","0",1
"16399","2",1,"1","4",1,3,"2","2","2",1,1,0,3,"Dom Long Hair","1","1",NA
"6670","2",1,"2","1",3,2,"2","1","3",1,1,0,4,"Dom Short Hair","1","1",1
"3759","2",3,"1","7",2,2,"2","2","2",1,2,100,3,"Dom Medium Hair","1","1",1
"16810","1",6,"2","1",2,2,"1","1","1",1,1,0,5,"Mixed Breed","1","0",NA
"14804","1",1,"2","1",1,1,"2","2","2",1,2,0,4,"Mixed Breed","1","0",0
"15412","2",2,"2","6",2,1,"2","1","2",1,1,0,5,"Dom Short Hair","1","1",NA
"2425","2",2,"2","1",1,2,"2","1","2",1,1,150,1,"Bengal","1","1",1
"18627","2",1,"3","4",2,2,"2","2","2",1,2,0,4,"Persian","1","1",NA
"12520","1",2,"3","1",2,1,"2","2","2",1,3,0,5,"Mixed Breed","0","0",0
"2057","1",1,"3","1",2,2,"2","2","2",1,4,250,3,"Terrier","1","1",1
"18342","1",2,"1","1",1,1,"1","1","2",1,1,0,1,"Mixed Breed","1","0",NA
"7175","2",4,"1","1",1,1,"2","1","2",1,1,0,6,"Dom Short Hair","1","1",0
"18797","2",2,"2","1",1,2,"2","1","2",1,1,0,1,"Dom Medium Hair","1","1",NA
"4626","2",12,"1","2",2,2,"2","2","2",1,1,0,0,"Dom Short Hair","1","1",0
"16031","1",2,"1","1",1,1,"2","1","2",1,2,250,2,"Chihuahua","1","1",NA
"17021","1",2,"2","1",2,2,"3","3","3",1,1,0,2,"Mixed Breed","1","0",NA
"16446","2",11,"2","2",2,1,"1","1","2",1,1,0,1,"Dom Short Hair","1","1",NA
"15095","1",24,"1","5",2,1,"1","1","1",1,1,0,2,"Mixed Breed","1","0",NA
"9323","1",2,"2","2",2,1,"1","1","2",1,1,0,7,"Mixed Breed","1","0",1
"9979","1",2,"2","2",2,2,"3","3","3",1,1,0,1,"Mixed Breed","1","0",0
"7221","2",2,"1","1",2,1,"1","1","2",1,1,0,9,"Dom Short Hair","1","1",1
"4583","2",2,"3","1",2,1,"2","2","2",1,3,0,3,"Dom Short Hair","1","1",0
"12349","1",3,"2","5",2,2,"1","3","2",1,1,0,3,"Mixed Breed","1","0",1
"3397","2",2,"3","3",1,2,"2","2","2",1,7,0,5,"Dom Medium Hair","1","1",0
"12631","1",4,"1","1",2,2,"1","1","2",1,1,0,5,"Mixed Breed","1","0",0
"8848","2",18,"1","1",3,2,"1","3","1",1,1,0,5,"Tabby","1","1",0
"11353","1",2,"1","2",2,2,"1","1","2",1,1,0,4,"Mixed Breed","1","0",1
"3281","2",1,"1","1",2,2,"3","3","1",1,1,0,5,"Dom Medium Hair","1","1",1
"8526","2",5,"1","2",2,1,"2","1","2",1,1,0,3,"Siamese","1","1",1
"1883","1",4,"1","1",3,2,"3","3","3",1,1,0,1,"Siberian Husky","1","1",1
"614","1",7,"1","2",3,2,"1","1","2",1,1,0,2,"German Shepherd Dog","1","1",1
"15504","1",2,"1","1",2,1,"1","1","2",1,3,0,5,"Mixed Breed","0","0",NA
"7382","2",2,"3","3",2,1,"2","2","2",1,2,0,7,"Dom Short Hair","1","1",0
"10335","1",1,"2","5",2,1,"2","1","2",1,1,0,1,"Mixed Breed","1","0",0
"11247","1",2,"2","1",2,1,"1","1","2",1,1,0,4,"Mixed Breed","1","0",1
"1317","1",24,"2","7",1,1,"1","1","2",1,1,200,5,"Poodle","1","1",1
"3462","2",6,"3","1",2,2,"3","3","2",1,3,0,4,"Dom Medium Hair","1","1",1
"18423","1",1,"1","2",2,1,"1","1","3",1,2,0,4,"Mixed Breed","1","0",NA
"5755","2",6,"2","1",2,1,"2","1","1",1,1,0,5,"Dom Short Hair","0","1",1
"10331","1",1,"2","2",1,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",0
"15308","2",1,"3","1",1,1,"2","2","2",1,4,50,1,"Tabby","1","1",NA
"5535","2",2,"3","3",1,1,"2","2","2",1,3,0,13,"Dom Short Hair","1","1",1
"6674","2",3,"3","1",2,1,"2","2","2",1,4,0,4,"Dom Short Hair","1","1",0
"661","1",48,"2","3",2,2,"3","1","3",1,1,0,3,"Golden Retriever","1","1",1
"8590","2",9,"2","2",1,1,"1","1","1",1,1,0,3,"Tabby","1","1",1
"11003","1",0,"3","1",2,2,"2","2","2",1,2,0,5,"Mixed Breed","1","0",0
"5580","2",1,"1","1",1,1,"2","2","2",1,1,30,8,"Dom Short Hair","1","1",1
"5948","2",2,"1","2",2,2,"1","1","2",1,1,0,0,"Dom Short Hair","0","1",0
"9651","1",2,"2","2",2,2,"1","1","2",1,1,0,2,"Mixed Breed","1","0",1
"10400","1",2,"3","1",2,2,"2","1","2",1,6,0,7,"Mixed Breed","0","0",1
"527","1",6,"2","1",2,1,"3","3","2",1,1,0,3,"German Pinscher","1","1",1
"17043","2",4,"1","2",1,2,"2","2","2",1,1,0,3,"Dom Medium Hair","1","1",NA
"1350","1",48,"2","2",1,2,"1","1","1",1,1,0,3,"Poodle","1","1",0
"11436","1",12,"3","1",3,1,"2","1","2",1,2,0,5,"Mixed Breed","1","0",0
"14092","1",4,"1","2",2,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",0
"725","1",77,"1","3",2,2,"1","1","2",1,1,0,4,"Golden Retriever","1","1",1
"466","1",3,"2","1",2,1,"1","1","1",1,1,0,1,"Doberman Pinscher","1","1",0
"14711","1",6,"1","1",2,1,"1","1","2",1,1,0,2,"Mixed Breed","1","0",0
"7549","2",3,"2","1",1,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",0
"15170","2",1,"1","1",1,1,"2","2","2",1,2,30,5,"Dom Short Hair","1","1",NA
"14511","1",1,"1","1",2,2,"3","3","3",1,1,0,5,"Mixed Breed","1","0",0
"5300","2",24,"1","3",3,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",0
"2135","1",2,"2","5",2,2,"2","2","2",1,1,0,3,"Terrier","1","1",1
"9902","1",2,"1","1",2,1,"1","1","2",1,1,0,10,"Mixed Breed","1","0",1
"12316","1",3,"2","1",2,1,"2","1","2",1,1,0,3,"Mixed Breed","1","0",0
"7640","2",2,"3","1",2,1,"2","2","2",1,3,0,1,"Dom Short Hair","0","1",1
"5110","2",6,"2","5",1,1,"1","1","1",1,1,0,4,"Dom Short Hair","1","1",0
"17752","1",10,"1","2",2,1,"3","3","2",1,1,0,2,"Australian Cattle Dog/Blue Heeler","1","1",NA
"6642","2",12,"1","1",2,2,"1","1","2",1,1,0,1,"Dom Short Hair","1","1",1
"11596","1",3,"1","1",2,2,"1","1","2",1,1,0,5,"Mixed Breed","1","0",1
"15003","1",3,"1","2",3,2,"1","1","2",1,1,200,2,"Terrier","1","1",NA
"7103","2",12,"2","2",2,2,"2","2","3",1,1,0,5,"Dom Short Hair","1","1",0
"8693","2",1,"1","1",2,1,"2","1","2",1,1,0,3,"Tabby","1","1",1
"10825","1",36,"2","6",2,1,"1","1","1",1,1,50,5,"Mixed Breed","1","0",0
"4236","2",3,"2","6",2,1,"1","1","2",1,1,0,3,"Dom Short Hair","1","1",1
"2745","2",20,"2","5",3,3,"2","1","2",1,1,0,3,"Dom Long Hair","1","1",1
"13838","1",3,"2","2",2,1,"1","1","2",1,1,0,4,"Mixed Breed","1","0",1
"6976","2",1,"1","6",1,1,"2","2","2",1,1,0,3,"Dom Short Hair","1","1",0
"2085","1",24,"2","1",2,1,"1","1","1",1,1,0,7,"Terrier","1","1",0
"10485","1",1,"2","1",2,1,"2","2","2",1,2,0,2,"Mixed Breed","1","0",1
"10954","1",1,"1","2",2,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",0
"7418","2",1,"3","2",2,2,"2","2","2",1,4,0,4,"Dom Short Hair","1","1",1
"3952","2",12,"2","1",2,2,"2","2","2",1,1,0,6,"Dom Medium Hair","1","1",1
"9419","1",3,"1","2",3,1,"2","2","2",1,1,0,4,"Mixed Breed","0","0",1
"5330","2",0,"1","1",1,1,"3","3","2",1,1,0,4,"Dom Short Hair","1","1",0
"6266","2",24,"2","1",1,1,"1","1","1",1,1,0,2,"Dom Short Hair","1","1",1
"18230","1",26,"2","2",2,2,"1","1","1",1,1,0,4,"Mixed Breed","1","0",NA
"12686","1",2,"2","1",2,2,"1","1","1",1,1,150,13,"Mixed Breed","1","0",0
"3758","2",3,"1","7",1,2,"2","1","2",1,1,0,5,"Dom Medium Hair","1","1",1
"3044","2",2,"1","1",2,2,"2","1","2",1,1,0,6,"Dom Medium Hair","1","1",1
"9556","1",1,"2","1",2,1,"2","2","3",1,9,0,6,"Mixed Breed","1","0",1
"7007","2",7,"3","1",2,1,"2","2","2",1,6,0,10,"Dom Short Hair","1","1",0
"18728","1",1,"3","1",2,1,"2","2","2",1,7,0,1,"Mixed Breed","0","0",NA
"2314","2",12,"1","1",2,1,"1","1","1",1,1,300,3,"Amer Shorthair","1","1",1
"16052","1",41,"1","1",4,3,"1","1","1",1,1,300,1,"Afghan Hound","1","1",NA
"5095","2",2,"2","4",2,1,"1","1","2",1,1,0,10,"Dom Short Hair","1","1",0
"17943","2",18,"2","1",2,2,"1","1","2",1,2,0,2,"Dom Long Hair","1","1",NA
"1797","1",36,"1","2",2,2,"3","1","2",2,1,0,1,"Shih Tzu","1","1",1
"1765","1",64,"2","2",2,2,"3","3","3",1,1,250,0,"Shih Tzu","1","1",1
"15746","2",2,"1","1",2,1,"2","1","2",1,1,0,17,"Tabby","1","1",NA
"7622","2",2,"1","1",1,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",1
"7526","2",12,"2","2",2,1,"3","3","1",1,1,0,2,"Dom Short Hair","1","1",0
"18780","2",9,"2","1",2,2,"2","1","1",1,1,90,1,"Tabby","1","1",NA
"12132","1",2,"2","1",2,1,"3","1","2",1,1,0,2,"Mixed Breed","1","0",1
"7018","2",2,"2","1",1,2,"1","1","3",2,1,0,3,"Dom Short Hair","1","1",0
"11920","1",1,"3","1",2,1,"2","2","2",1,7,0,2,"Mixed Breed","0","0",1
"12230","1",24,"2","2",2,2,"3","3","1",1,20,0,1,"Mixed Breed","1","0",0
"15708","1",6,"1","2",2,1,"1","1","2",1,1,50,21,"Mixed Breed","1","0",NA
"2431","2",2,"1","1",1,2,"2","1","2",1,1,50,5,"Bengal","1","1",1
"15174","2",2,"1","2",1,1,"2","1","2",1,1,0,7,"Dom Short Hair","1","1",NA
"10238","1",2,"2","1",3,1,"3","3","2",1,1,0,2,"Mixed Breed","1","0",0
"10723","1",3,"1","2",2,1,"1","1","2",1,1,100,2,"Mixed Breed","1","0",0
"4994","2",2,"1","1",1,2,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",1
"12836","1",2,"3","1",2,1,"2","2","2",1,4,0,9,"Mixed Breed","1","0",1
"10797","1",2,"3","1",2,1,"2","2","2",1,2,1,4,"Mixed Breed","1","0",1
"10425","1",2,"1","2",2,1,"2","1","2",2,1,0,11,"Mixed Breed","1","0",1
"13645","1",1,"2","1",2,1,"2","1","2",1,3,0,4,"Mixed Breed","1","0",1
"9309","1",3,"1","1",1,2,"3","3","3",1,1,0,2,"Mixed Breed","1","0",0
"16669","2",3,"2","1",1,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",NA
"4566","2",12,"2","1",2,1,"2","1","1",1,1,30,1,"Dom Short Hair","1","1",0
"12480","1",2,"1","2",2,2,"2","2","2",1,1,0,2,"Mixed Breed","0","0",0
"8829","2",1,"3","2",1,1,"2","2","2",1,5,0,6,"Tabby","1","1",1
"14576","1",60,"1","2",2,2,"3","3","3",1,1,0,2,"Mixed Breed","1","0",0
"6829","2",2,"3","4",2,1,"1","1","2",1,4,0,8,"Dom Short Hair","1","1",0
"6087","2",1,"3","3",1,1,"2","2","2",1,2,0,6,"Dom Short Hair","1","1",1
"5045","2",12,"1","4",3,2,"2","1","2",1,1,0,8,"Dom Short Hair","1","1",1
"5571","2",5,"1","6",2,1,"1","1","2",1,1,0,0,"Dom Short Hair","1","1",1
"1199","1",4,"3","1",2,1,"2","1","2",1,2,0,6,"Miniature Pinscher","1","1",0
"9320","1",1,"2","2",2,2,"2","1","2",1,1,0,0,"Mixed Breed","1","0",1
"3814","2",4,"2","1",2,2,"2","1","2",1,1,0,1,"Dom Medium Hair","1","1",1
"16564","2",10,"2","1",2,2,"1","1","1",1,1,0,4,"Tabby","0","1",NA
"15219","2",1,"1","1",1,1,"2","2","2",1,1,10,5,"Dom Short Hair","1","1",NA
"5914","2",0,"1","3",1,1,"2","2","2",1,1,20,5,"Dom Short Hair","1","1",1
"3799","2",2,"2","3",1,1,"1","1","2",1,1,0,2,"Dom Medium Hair","1","1",1
"5348","2",2,"3","1",2,2,"3","3","3",1,10,0,4,"Dom Short Hair","1","1",0
"13179","1",24,"2","2",2,1,"1","1","1",1,1,0,4,"Mixed Breed","1","0",1
"9710","1",1,"2","1",1,1,"2","2","2",1,1,0,1,"Mixed Breed","0","0",1
"11937","1",1,"2","5",2,1,"2","2","2",1,1,0,1,"Mixed Breed","1","0",1
"18412","2",6,"2","3",2,2,"2","1","2",1,1,0,3,"Dom Medium Hair","1","1",NA
"9566","1",4,"2","2",1,1,"1","1","3",1,1,0,2,"Mixed Breed","1","0",0
"9207","1",8,"1","4",2,1,"1","1","2",1,1,0,2,"Mixed Breed","1","0",0
"16268","2",6,"2","1",2,1,"3","1","3",1,1,0,7,"Dom Short Hair","1","1",NA
"4067","2",2,"3","5",2,2,"2","2","2",1,5,0,1,"Dom Medium Hair","1","1",1
"8487","2",12,"1","1",2,2,"2","2","2",1,1,250,3,"Siamese","1","1",0
"14552","1",1,"1","1",2,1,"2","1","2",1,1,0,2,"Mixed Breed","1","0",1
"9458","1",4,"2","2",2,2,"1","1","1",1,1,0,3,"Mixed Breed","1","0",1
"7241","2",1,"3","1",2,1,"2","2","2",1,8,0,1,"Dom Short Hair","1","1",1
"15821","1",2,"1","2",2,1,"1","1","2",1,2,50,5,"Mixed Breed","1","0",NA
"5399","2",3,"1","1",2,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",1
"6575","2",16,"2","1",2,1,"1","1","1",1,1,50,13,"Dom Short Hair","1","1",0
"9513","1",1,"3","1",3,1,"2","2","2",1,5,0,10,"Mixed Breed","0","0",1
"14206","1",0,"3","1",1,1,"2","2","2",1,9,0,4,"Mixed Breed","1","0",1
"3313","2",8,"2","2",2,2,"3","3","1",1,1,0,3,"Dom Medium Hair","1","1",0
"12502","1",48,"2","2",1,2,"1","1","1",1,1,0,2,"Mixed Breed","1","0",0
"8446","2",2,"1","2",2,2,"2","1","2",1,1,150,7,"Siamese","1","1",1
"1841","1",120,"1","6",1,2,"3","3","3",1,1,0,2,"Shih Tzu","1","1",0
"2999","2",4,"3","6",1,2,"2","2","2",1,2,40,1,"Dom Medium Hair","1","1",1
"17214","1",2,"2","2",2,1,"1","1","2",1,1,0,2,"Mixed Breed","1","0",NA
"14425","1",3,"1","2",2,2,"2","1","2",1,1,0,1,"Mixed Breed","1","0",0
"63","1",24,"2","1",2,1,"3","3","3",2,1,0,1,"Beagle","1","1",1
"960","1",24,"1","2",3,1,"2","2","2",1,3,0,5,"Labrador Retriever","1","1",0
"17940","2",4,"2","1",1,1,"2","2","2",1,1,0,2,"Dom Short Hair","1","1",NA
"7122","2",3,"3","2",2,1,"2","2","2",1,10,0,0,"Dom Short Hair","1","1",1
"13602","1",84,"2","2",2,2,"3","3","2",2,1,0,0,"Mixed Breed","1","0",0
"6307","2",8,"1","6",1,1,"1","1","1",1,1,0,2,"Dom Short Hair","1","1",1
"3744","2",10,"1","3",2,2,"1","1","2",1,2,0,6,"Dom Medium Hair","1","1",0
"8288","2",3,"1","6",2,2,"2","1","2",1,1,0,5,"Russian Blue","1","1",1
"330","1",18,"2","2",2,3,"3","3","2",1,1,0,1,"Cocker Spaniel","1","1",1
"11453","1",3,"2","1",1,2,"1","1","2",1,1,0,1,"Mixed Breed","1","0",0
"11040","1",3,"2","3",2,2,"1","2","2",1,1,0,1,"Mixed Breed","1","0",0
"8261","2",5,"1","1",2,1,"2","1","2",1,1,0,1,"Ragdoll","1","1",1
"13623","1",2,"2","1",2,1,"1","1","2",1,1,0,4,"Mixed Breed","1","0",0
"604","1",9,"1","1",3,1,"1","1","1",1,1,300,1,"German Shepherd Dog","1","1",1
"12044","1",156,"2","1",2,2,"1","1","3",1,1,0,1,"Mixed Breed","1","0",1
"10937","1",2,"2","2",1,1,"2","2","2",2,1,0,2,"Mixed Breed","1","0",0
"18851","2",1,"3","1",1,1,"2","2","2",1,4,0,1,"Dom Short Hair","1","1",NA
"18432","1",2,"2","7",1,1,"2","2","2",1,1,1,2,"Mixed Breed","1","0",NA
"2766","2",10,"2","2",1,2,"1","1","1",1,1,120,3,"Dom Long Hair","1","1",1
"8462","2",2,"2","1",1,2,"2","2","2",1,3,0,5,"Siamese","1","1",1
"14741","1",1,"3","2",2,1,"2","2","2",1,3,0,5,"Mixed Breed","1","0",1
"2225","2",6,"2","1",2,2,"2","3","3",1,2,0,5,"Abyssinian","1","1",0
"203","1",1,"3","1",2,2,"3","3","3",1,6,0,7,"Border Collie","1","1",1
"12347","1",2,"1","5",2,1,"1","1","2",1,1,100,4,"Mixed Breed","1","0",0
"3920","2",12,"2","1",3,2,"3","3","3",1,1,0,2,"Dom Medium Hair","1","1",0
"17695","1",3,"2","2",2,1,"1","1","2",1,1,0,4,"Mixed Breed","1","0",NA
"17781","1",4,"2","1",2,1,"2","1","2",1,1,0,4,"Mixed Breed","1","0",NA
"16925","2",24,"1","1",3,3,"2","2","1",1,1,0,4,"Dom Long Hair","1","1",NA
"1731","1",60,"1","5",1,2,"1","1","1",1,1,100,11,"Shih Tzu","1","1",0
"12534","1",1,"2","1",2,1,"2","1","2",1,1,0,5,"Mixed Breed","1","0",0
"16977","2",15,"2","1",2,2,"3","3","1",1,2,0,1,"Dom Medium Hair","1","1",NA
"3384","2",4,"1","7",2,2,"1","1","1",1,1,0,5,"Dom Medium Hair","1","1",1
"11630","1",7,"2","1",2,2,"2","1","2",1,2,0,2,"Mixed Breed","1","0",0
"16744","1",2,"2","2",2,1,"2","2","2",1,1,0,3,"Jack Russell Terrier","1","1",NA
"9388","1",2,"1","2",1,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",1
"17602","1",2,"3","2",2,3,"2","2","2",1,3,0,3,"Mixed Breed","1","0",NA
"14553","1",2,"2","2",2,1,"1","1","2",1,1,0,1,"Mixed Breed","1","0",1
"15839","2",5,"1","1",3,1,"2","2","1",1,1,0,6,"Dom Short Hair","1","1",NA
"15676","2",24,"1","2",2,1,"2","1","1",1,1,0,1,"Dom Short Hair","1","1",NA
"11058","1",2,"2","1",2,1,"1","1","1",1,1,0,1,"Mixed Breed","1","0",1
"6127","2",1,"1","1",1,1,"2","2","2",2,1,0,1,"Dom Short Hair","0","1",0
"13000","1",2,"2","5",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",0
"10538","1",24,"1","1",2,2,"3","3","3",1,2,0,4,"Mixed Breed","1","0",0
"6508","2",3,"2","1",1,1,"2","1","2",1,1,0,2,"Dom Short Hair","0","1",1
"3102","2",3,"1","1",3,2,"2","2","2",1,1,0,6,"Dom Medium Hair","1","1",1
"4956","2",4,"2","5",2,1,"3","3","2",1,1,50,1,"Dom Short Hair","1","1",0
"13690","1",1,"1","1",2,2,"2","1","2",1,1,0,7,"Mixed Breed","1","0",1
"2768","2",3,"1","3",1,2,"2","1","2",1,1,0,5,"Dom Long Hair","0","1",1
"9559","1",2,"2","1",2,2,"2","2","2",1,1,0,1,"Mixed Breed","1","0",0
"5513","2",6,"2","3",2,1,"2","2","2",2,1,0,3,"Dom Short Hair","1","1",0
"18226","1",96,"2","1",2,1,"1","1","2",1,1,0,2,"Mixed Breed","1","0",NA
"8493","2",24,"1","1",4,2,"1","1","2",1,1,0,4,"Siamese","1","1",0
"625","1",18,"1","1",3,2,"3","3","3",1,1,0,0,"German Shepherd Dog","0","1",1
"3321","2",3,"3","2",2,2,"2","1","2",1,2,1,7,"Dom Medium Hair","1","1",0
"8274","2",67,"1","6",2,2,"1","1","1",1,1,0,1,"Russian Blue","1","1",1
"7322","2",8,"1","1",2,1,"1","1","1",1,2,0,25,"Dom Short Hair","1","1",0
"17308","2",6,"1","3",2,1,"1","1","2",1,1,0,3,"Dom Short Hair","1","1",NA
"10022","1",1,"1","1",2,1,"2","1","2",1,1,0,4,"Mixed Breed","1","0",1
"4326","2",18,"1","3",1,1,"1","1","3",1,1,0,7,"Dom Short Hair","1","1",1
"6726","2",4,"1","7",2,1,"3","3","2",1,1,0,3,"Dom Short Hair","1","1",1
"16547","2",3,"2","5",3,2,"2","1","2",1,2,50,2,"Maine Coon","1","1",NA
"5165","2",3,"1","1",2,1,"1","1","2",1,1,0,2,"Dom Short Hair","1","1",0
"6853","2",24,"3","1",2,1,"3","3","3",2,5,0,1,"Dom Short Hair","0","1",1
"6313","2",2,"1","1",2,1,"2","1","2",1,1,0,14,"Dom Short Hair","1","1",1
"12637","1",0,"3","1",2,1,"2","2","2",1,4,0,3,"Mixed Breed","1","0",1
"6121","2",1,"3","1",1,1,"2","2","2",1,2,0,11,"Dom Short Hair","1","1",1
"5530","2",18,"1","4",2,2,"1","1","2",1,1,0,7,"Dom Short Hair","1","1",0
"5512","2",2,"3","1",1,1,"2","2","3",1,2,0,5,"Dom Short Hair","1","1",1
"4355","2",1,"2","7",1,2,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",1
"1528","1",63,"2","1",3,1,"3","1","1",1,1,0,5,"Rottweiler","1","1",0
"13133","1",0,"1","5",2,2,"3","3","3",2,1,0,0,"Mixed Breed","1","0",0
"9917","1",36,"1","2",2,1,"1","1","1",1,1,0,3,"Mixed Breed","1","0",0
"4374","2",46,"2","2",3,1,"2","2","2",1,1,0,5,"Dom Short Hair","1","1",0
"2856","2",12,"2","1",2,3,"3","3","3",1,1,0,7,"Dom Long Hair","1","1",0
"17740","2",36,"2","3",2,3,"1","1","1",1,1,0,1,"Persian","1","1",NA
"5489","2",1,"1","2",2,1,"2","2","2",1,1,0,4,"Dom Short Hair","1","1",1
"8551","2",3,"2","2",1,1,"2","2","2",1,1,0,1,"Siamese","1","1",1
"8983","2",20,"2","1",1,1,"1","1","1",1,1,0,1,"Tortoiseshell","1","1",1
"11431","1",3,"1","2",2,1,"1","1","3",2,1,0,2,"Mixed Breed","1","0",1
"16092","1",0,"2","5",2,1,"1","1","1",1,1,0,2,"Chihuahua","1","1",NA
"17094","2",2,"2","2",1,2,"2","2","2",1,1,0,2,"Orient Short Hair","1","1",NA
"3115","2",0,"2","3",1,2,"2","2","2",1,1,0,3,"Dom Medium Hair","1","1",1
"9266","1",2,"2","2",2,1,"2","1","2",1,4,0,2,"Mixed Breed","1","0",0
"5159","2",2,"2","1",2,2,"2","1","2",1,1,0,13,"Dom Short Hair","1","1",1
"13131","1",0,"3","1",1,2,"2","2","3",1,7,0,8,"Mixed Breed","1","0",0
"6495","2",6,"1","6",1,1,"1","1","2",1,1,0,5,"Dom Short Hair","1","1",0
"15269","2",4,"1","3",2,1,"1","1","2",1,1,0,2,"Amer Shorthair","1","1",NA
"299","1",48,"1","2",2,2,"1","1","2",1,1,200,0,"Cocker Spaniel","1","1",1
"12034","1",2,"2","2",2,1,"2","2","2",1,1,0,2,"Mixed Breed","1","0",1
"2459","2",3,"1","1",2,2,"1","1","2",1,1,0,3,"Bobtail","1","1",0
"13396","1",7,"1","5",2,1,"1","1","1",1,1,0,8,"Mixed Breed","1","0",0
"9579","1",3,"2","2",2,2,"1","1","2",1,1,50,2,"Mixed Breed","1","0",0
"14945","1",2,"3","1",2,1,"1","1","3",1,5,0,1,"Mixed Breed","1","0",0
"14986","1",24,"2","2",2,2,"1","1","1",1,1,0,3,"Mixed Breed","1","0",0
"16641","1",1,"1","1",2,2,"2","2","2",1,1,0,13,"Mixed Breed","1","0",NA
"10544","1",7,"2","1",2,2,"1","1","1",1,1,0,2,"Mixed Breed","1","0",0
"2244","2",1,"2","4",2,3,"3","3","3",1,1,0,3,"Abyssinian","1","1",1
"790","1",60,"2","6",3,1,"2","1","1",1,1,0,2,"Great Dane","1","1",1
"16760","2",9,"1","1",2,3,"3","3","3",1,1,0,1,"Dom Long Hair","0","1",NA
"3093","2",1,"1","1",2,2,"2","1","2",1,1,50,5,"Dom Medium Hair","1","1",1
"1218","1",30,"3","3",1,1,"3","3","3",1,2,0,5,"Miniature Pinscher","1","1",1
